observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
229,2.2496667054039627,1.218471951604268,1.306988768508252,1.2961149266575573
143,2.4428679070208994,1.8617219688887292,-1.320901665843772,0.6045092733376016
872,2.103050915062992,0.8756141240445101,0.5894744500383005,1.1787117748541966
176,2.5372141754686037,1.236822556800638,-1.111166001665336,1.0954075214148897
983,2.3591040651127697,1.6061785381426001,0.07809417230881974,0.980006503256156
912,1.9534049897251238,1.6579987763454387,0.7749004036422158,1.1603349819120405
177,2.2249393576644967,0.6932144244373621,0.9410949269836163,1.0674763983130011
573,0.6717047312176498,1.4888478261518887,0.7856030339236216,1.4172266772771664
743,1.3784861984962922,0.24530331857268264,1.2878479728048995,0.7744439063271028
266,2.601591518827489,0.1826868135723471,1.3032777574299768,0.826925583081326
40,0.6486491819892928,0.23627305180157757,1.0758258401394964,2.417700612634331
76,0.9656178607818,0.7747906812966433,0.6090560553622233,1.0062028512208698
696,1.9647594442689544,0.20258638523817754,1.2994690479905202,0.5568459022963488
303,1.1504636427384651,1.2206226078030027,1.3090105140882808,1.3000251924610835
498,2.6602553395799897,1.8596795581507903,1.0369082974166468,1.0781734295161192
415,2.6363312805009818,0.47508840812008885,1.3532490207184928,1.3931848191834015
802,1.3750892248321898,2.2660389229299667,-0.37920595654428074,-0.2053349788874983
728,0.9721739449323309,0.5042090511567281,0.4846997618623622,0.30402664293294923
1015,1.8029907867381159,1.636919299050427,1.2008369098078904,1.404249916438241
92,2.438557240750115,1.3475436794401638,0.9736088051397493,1.3146467019591765
114,2.2341998311989686,1.264141092901658,0.6137381456544092,1.24066648738271
750,1.1116527985101339,0.6835832846348739,1.5111584847505066,0.915207590857166
929,2.327721762637584,1.3279850672858906,1.3326080967593992,1.257639115345086
203,2.500915743580342,1.5777156377302866,0.000726451475090647,1.184451545991502
381,2.653716347978552,0.9623994394192226,0.3221505799553385,0.08456440645510416
22,0.11149368962737813,1.6460159133558745,1.0862676675263767,0.9704545323397437
184,2.4800274119010615,1.7908998129215015,1.3047158535860672,1.2808286944375016
97,2.7937070649841425,-0.4944227313650121,1.215213600906082,0.6851429904400027
817,2.43515150040853,1.3882708519774754,1.0476620826619063,0.6867200426613164
262,2.474034622605791,-0.34537163955154565,0.34231818977413436,1.3106993021708053
529,2.610560592800358,1.6102172104393697,1.0907869873426894,0.5362176669435653
126,2.0495068245698533,1.1622186836216974,-3.1861854501403655,1.1284275125009338
758,1.9666135812561003,0.40975604351679323,0.8084627805450066,-0.7143240844632219
1029,2.0560731957192266,1.020548666176488,1.1638161463426402,-1.0291544759613964
863,2.446961156944169,0.7817165244596704,1.1473524510751576,1.211360085242341
788,2.4595699583939643,1.2203792566443779,-1.5628572211694267,-2.082160501221489
3,2.0051251724558043,1.4079256336609682,0.8219534864211294,1.2383304213205721
125,1.427184278889658,1.371085821637681,-0.23816428836027295,0.9492042258327875
119,0.6016760250648698,-1.3600286648879099,1.0407119401672125,0.1478251557350377
579,2.318608532654674,1.1795926866104012,-0.01834097124659448,1.4003636336721563
657,1.378711531653527,0.6284548002359924,1.342137748994173,1.1807784911271326
718,0.7866491979819704,0.3370773895950938,0.017716661966465114,1.384921399808299
267,2.296666716335854,1.7469351907811148,1.0251072475485408,0.7775261373121105
706,0.7034014849290547,0.19171272369446118,1.170717838994462,-1.0210771782559747
898,2.275859421569955,1.0376685507475256,1.07643274916392,1.3063499295508083
1076,2.5696095299642363,1.5939579642781967,1.0875221840369098,1.0900719217617287
941,2.2124906282895265,1.6490409545031484,1.130547427095348,1.1953974182761675
32,0.906281282978127,0.1322963000578056,0.5585263429930638,0.48460958316906505
191,1.8192611506418368,0.8646175250332926,1.2619471650079672,1.4060866671752614
558,2.524962286905384,1.690657533858003,1.122631155762885,0.7297913746684146
385,2.63004586543649,1.8779153775669901,1.367268632102897,0.9084001132093795
963,0.4358896937624327,-0.043191559802373394,0.8459967514666001,0.9349753914290141
56,2.611183925017307,1.5606252905195424,0.6023825520834695,1.324064648743003
448,2.6238668859496355,1.7892577646109642,0.1241752850698376,1.3074242113344272
307,1.7838925678262119,1.5659992078434462,1.0760073693356484,1.060994211005824
429,2.650494259940685,1.6919578708352123,-2.6136770931642572,0.8807080146004362
110,2.2330997097115213,1.2720915349915547,-0.055223456629569755,0.7680863419527562
530,2.5324743161323666,0.5322171890105354,0.680938868487372,1.0918629044843176
523,2.3132268303351498,1.6447812804658846,1.3245807318502087,0.5204442312572586
165,2.5706528366042134,1.8205604375499713,0.9582486164661291,1.3551907057563843
625,1.3085130779828817,0.7662368605581175,1.3010276201918394,1.1178156575609974
991,2.374612651125656,1.713304054858521,1.379107836264784,1.1659836339139005
896,1.987329780094367,1.5675412576093268,1.1602678248322835,0.9125108222532418
387,2.5726826684134925,1.3073141600724756,-0.14238632739866344,1.1283955625235393
453,2.286292220319624,1.842941824451982,1.250956817692964,1.352111276458652
672,2.2631752275906543,0.7435014566270364,-0.19783052894841197,0.6931409267155831
215,2.612384996158278,1.8312299986010319,1.3125832348901436,1.320136741363476
919,2.315020568592281,0.5595012092323745,0.2211575396151622,0.7549168125429808
598,-3.4136034894140437,0.5475873380561127,0.07082415622426512,1.170245715296671
37,2.1074081162777887,1.705533588644295,0.8692164080983985,-1.225440483045321
668,2.045664601793344,1.266165589663477,0.9471450844581005,0.8625829261231022
851,2.555643417025374,1.5314764162897967,1.3861484526024603,0.6077695956749133
478,2.658386895883643,1.7934886659739986,1.3551007298193771,1.3009557814902544
255,2.1832318126107007,-1.9327588545686556,1.065174773425967,1.2510123349286764
505,2.6208718827315196,1.8945564144811708,0.7259558016171935,1.341452802468025
404,2.653952387541205,1.763624838223847,1.3508823571731612,1.2345119238620217
691,2.2410119312019994,1.2630784032598157,-0.30227184091739856,0.45727126351232944
736,1.0973545742732995,0.6062394274806245,0.14414428566717188,0.4343680594414033
94,2.722874356826582,1.2916169000579327,1.25046952502597,1.2359874960606425
321,2.490317008671424,1.497807923931791,0.7142012735265265,0.869877622755307
854,1.864483461463482,1.0117486442757688,-0.19163643772380815,-0.6473473195337984
988,2.310225612237835,1.7069498916291734,1.1229196005016484,0.871155051346084
609,1.3757988631492901,0.4818427036337874,1.294523715649268,0.9352196845021007
350,0.6572475938389613,0.6218764997579167,-1.021000377034538,-0.5937118955410301
379,2.535769657802829,0.20505337706344273,0.2597133644260629,-0.7331767792588424
116,2.2029329257666,1.2869256330700574,1.0228043863865237,-0.1913108460526899
1074,2.6238428838916654,1.327940922307796,0.9363320666162764,0.9598797304286423
484,1.910032096529309,1.5842243556190885,1.0784053517760013,0.5821030223114818
118,1.6295581006385151,-3.296870016164939,0.960527353773247,0.8675849478198664
246,2.340873076590702,0.8357118452943605,1.068453189243344,1.141607294407084
395,2.573263343819477,1.1467383664167856,0.7857275340806623,-0.516597458823142
819,1.582542970284708,1.384005576169432,1.00573558382541,0.8796349342431978
251,2.549863701968743,1.7680317184837895,1.308870194260111,1.087482883321783
131,1.6321345795265376,1.3358280549415418,1.1037747816143668,0.16059505855280853
734,1.9950266385527267,1.2415632329258854,1.1702650682062905,1.3275932179109018
676,2.1136517506112615,-2.807541288670738,0.9384311994644263,0.9209519197042341
957,1.0571398150218743,1.4127502652402393,0.9034075217001826,1.091312550261809
746,1.372236556866175,0.23119631667625887,-0.14265383882861055,-0.1409011627831176
213,1.5887237075286078,1.6670280871290561,1.0571240455330346,1.1655783724198683
617,2.3087230200123514,0.5415460225132286,0.8018021165537984,0.8106751370859411
414,2.6237052395462186,1.72064543140525,1.2302411324934885,0.44281543887727987
312,2.4822143775268097,1.653548533538924,0.952326679290056,1.2231295290949804
58,1.9929296658291342,0.6847109801531024,0.693519736006496,0.8782416874985255
682,2.13687419337638,1.3780102449199187,1.0388604934103312,1.0610046857545894
699,1.8490562641490553,1.3847443323720814,0.9991768279247525,-2.3248337163589117
597,2.5055033377536864,1.5277956452812278,1.1706304715405094,1.2701299779909199
167,0.9243482172010948,1.8430167883818152,0.21095833739182684,1.2556799731894033
926,2.014691740502538,0.9314644732445369,1.0221990584259468,-1.0296430501747331
686,2.142358573848507,1.571832413564901,0.9137601182038322,1.4191710904741388
811,2.5042201967692352,1.2949905016806296,1.1014694469228694,0.9008224576502375
315,1.5953266868387743,1.616359629472559,0.6904664926531552,0.2778323661236736
555,2.3232343271876634,1.604328197644785,0.868168307529354,0.8223790962337104
482,2.5559795404390586,0.9998287926226731,0.7972060897116373,1.4303096519779874
235,2.622871110049668,1.6408293841600243,0.9326906796344903,1.3257589409535535
238,2.526976709268885,-0.9397096004645267,0.8122954650217423,1.2852018424452805
282,2.0268839430113195,1.444974609478362,0.8002207214311335,1.1769323625190662
621,1.8260241810306461,1.0732697848293724,-0.09656378954127183,0.7099173814774539
928,2.236629083285719,1.6557405519867276,0.3747279678489304,1.0807757307717565
380,2.1194495965575495,-14.292179426552488,0.20579289693564112,1.0341929999655037
655,0.06511016077253676,0.5998340396575684,0.9477349573691226,1.434706646137276
566,2.204269755608356,0.2109027168836329,0.8754241726182772,0.04983778421065177
489,2.5039219063749796,0.6420195173330342,1.2889368341201233,1.4031852444939874
906,2.353819950356928,1.46673287898951,1.3306051788005555,1.2506475002604625
12,1.1451431066777693,1.8249921348646654,0.022427706337645452,0.8224756235552828
908,2.1973278971715215,1.461319923381225,0.6257399947363095,0.7575609230692976
1009,2.231627466426484,1.569011272522855,0.44268223378334415,0.3058661257095854
338,2.3042331968046135,1.3070569331545734,0.7572643302057767,-2.0471142339168353
1034,2.409443460180938,0.9200292140791906,1.1633013879024174,0.6485814375466424
910,0.6829394153480105,1.4503433582231013,0.9964920646330386,0.5668207126099849
713,1.3350503750401597,1.169684667883324,1.207420575358825,0.7050757796523329
494,2.4748844738861395,1.6369900464869376,1.031388293815692,0.9325889925846512
975,2.0458394757160536,1.6547147412488694,1.3256209591834658,1.2807869294345153
216,0.5231358531791261,1.7009239864542005,1.0574375154166011,1.1262607295627098
1005,2.5803443964552275,1.600404386101124,1.3300551427144889,1.319301682635399
11,2.0131100075009067,1.7070179047262855,0.9742128480452825,1.0695949137584555
452,2.5543904851371284,1.0301383865891736,1.2181568568453442,1.3532398301540982
212,1.6245296378606682,1.7804673642919995,0.04690435419613108,0.10829559091762066
46,1.0364136842876714,1.1759771709872249,0.44242686737810133,0.48896491608017634
571,1.5445717862965673,0.3054704862914452,-0.4260086496103487,1.3894143209870864
649,-1.0226416405288852,-0.2825013623177331,1.1894899151609004,0.19274452126492372
512,1.823580514848193,1.6798309075872342,1.1346565058973632,1.0072075187893612
393,2.3230012433161034,1.08220142524687,0.7861939220560531,0.6568501086118285
513,2.273278716756561,1.6434744212472099,0.670874537646562,0.526688067227061
956,2.371408298039924,1.1275772399165733,0.934349481860808,1.3042773465256163
363,2.2708951954325696,0.5328258376385308,0.8298092753091451,1.2060200811203012
1028,1.805627804377232,0.8008501462318683,1.1653837169957524,1.1262413810881267
148,2.5916248926656804,1.6371224240434885,0.667206813880612,0.23877587079277302
495,2.485731022259806,-0.712627928610923,0.7167650905225776,0.1515158620917914
1019,1.6681445712308742,0.5618552084342056,-0.5828271740472976,0.4216101289392811
776,2.585137596968294,1.4426110355351196,1.3371467538591146,1.1158870478430503
809,2.088593493316678,1.7542715694367395,0.9942095634215017,15.713092189676653
439,2.395583009172143,1.8660196810864371,0.894594414456964,1.4172053340017325
486,2.566900327599585,0.956455419343679,1.1610725580248205,1.1341064908267242
765,2.4394070288419076,1.538161655954684,-0.6062847359685213,0.04793640277789087
62,1.4547574164686214,1.148783368303057,0.7882580072912158,0.7078367372461548
704,2.0263564799779337,1.4476989949651733,0.8005532110501196,-0.19802983502157345
145,2.563088276611719,1.458221931742189,1.2147287914836624,1.0697832564562695
688,1.9863261320363381,1.253276663321317,1.1035317184362385,1.1203700248324986
537,2.622473031400661,1.2527191413277903,1.016418425728057,1.1650600107206335
386,2.3911965246392444,1.9051591081500558,0.9097794606262857,1.1976776095781065
666,2.3694295813034727,1.1317941730210848,0.5637606786582645,0.9943515312200443
91,2.2048404635828645,-1.8529732483570798,0.8645801941406683,-0.11591533336013893
966,0.540941996243891,1.199887074137699,1.067356198966748,1.1188615855783544
33,2.1967032639703192,1.596162331647325,0.40490852413711304,1.0494213777648962
1008,1.4432305487610135,1.5595394497009685,-0.5653921487421714,0.9190038359566176
189,2.51982999185865,1.6529329786975928,1.0809438074521995,1.1496982405343494
1032,2.226748495857032,1.3711464036600016,0.9412886776132919,1.18351703316744
82,2.5675300088369464,1.454360375659892,0.21555540633548237,0.5122429199658909
594,1.2794076862083938,0.643502634464882,1.2995493039741877,1.1275527303254351
193,2.5099731127843077,-0.2708281715316796,1.3039773833282842,1.3825789884353656
843,2.4636258234879835,0.7049575807567038,1.3442124837943776,0.8686415092890721
160,2.2982172018211666,1.2222746896913284,1.0272091796990839,1.2514397250249285
464,2.56529234848213,1.2598437598297636,1.09050589960809,-0.752528280272141
602,1.0033066307420104,-0.22923008347692356,0.3794327749911548,0.9292068412122911
293,2.3145243986855775,0.7372683956802851,1.0803779673746368,1.2026806139463628
818,2.3428900488418907,1.2311955072657974,0.7323259795121055,-0.005763241151167546
276,1.8820260204069104,1.8209888665249792,1.2414668532579538,0.5282472579989118
163,2.5485124241885844,1.4492637009357192,0.8229811995324913,1.1769801716772503
759,2.3136551794466715,0.6248987697823454,0.6081516472359896,-0.1917246631271198
857,1.8297758567329774,1.0639570192554437,0.3329564376504523,0.5058351500430687
340,2.14463990140254,1.0493477812021133,0.590490322184735,1.0700250698460008
679,1.697558219236036,0.09145400813840418,1.1914271815965871,1.1605608099538494
552,2.30116192377398,1.6326582003697379,1.0047895521931607,1.3571095061705947
1007,2.561800356353389,1.652765335140345,1.1596642647577982,-0.04687308968023406
794,2.0691741282470444,2.2514605452037797,-0.6210306376872279,0.041733954728392544
508,2.349473617646659,1.4938320580494049,-0.8008498279292953,1.1761933175943848
5,1.85205355238359,1.4291285159201503,0.9628672139570534,1.3472825801978592
451,1.444493328369274,1.7492912816153896,-1.4867274214491177,0.7975303896373053
1068,2.4836943822836353,1.543668115644097,1.3442048422082336,1.3140552321945955
211,2.1153890295766304,1.2840899107717108,1.2327226071371535,0.9985486724878013
580,2.3100284875048054,1.1965763794004516,0.8738818767433828,0.3182419857717113
0,2.0542991884997654,1.4311365613704916,-0.9976113716234398,0.23959254862749296
438,2.636272635108239,0.5640511541124804,0.3772208311965159,1.3358417791801926
127,2.0632385492067233,1.7446001650657041,0.765870510802019,1.311549148323798
