centile,observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
0.05,432,756.2018770464005,2482.3394674890646,1401.848032579764,405443.49860265985
0.05,585,394.3418897727547,2803.413822783474,1251.8739553748899,423992.56233665237
0.05,74,525.0157465932014,2865.9968408675945,1187.4700542815413,402011.7653544184
0.05,557,719.3497727732367,3120.138191655174,1733.2984948376197,419602.0729838701
0.05,701,604.6300132941017,3362.5967670572613,1369.812699780327,416663.46939750225
0.05,371,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,57,520.9891924234628,2868.0381461627107,1201.7137001603278,403127.5557785459
0.05,101,349.56412507629585,2877.427911926309,1364.002761536186,416604.7555886383
0.05,291,541.8927595969767,2818.1508404684155,1336.635312905853,431491.54299415887
0.05,721,543.1891239154495,3508.1969279634113,1413.0364847012013,412094.3406023042
0.05,927,785.063931248695,3072.9026527743217,1474.0531108808518,485848.32110958046
0.05,1035,568.612068386346,3134.0809508270922,1580.3526120942893,483520.14774444065
0.05,337,240.22584895611533,2958.4012574571516,1350.5878473047333,437161.3320823588
0.05,611,479.441321293227,3561.699776446113,1474.9093664696106,448208.74931179173
0.05,288,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,716,487.03821063486424,3738.8835510381487,1434.2351753694631,409128.3419571184
0.05,1011,786.3975410777343,2662.718005129503,964.2069176085939,393973.6497247054
0.05,45,947.0275222722695,2893.3099567984073,1029.9893106217007,354847.6274074571
0.05,43,819.8629529611045,2972.967891374,1252.099909088206,405862.26768219733
0.05,488,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,642,392.1361246718376,2922.7750505788435,1204.3309576432002,405426.7302514572
0.05,525,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,781,497.95587331293456,2864.6727023542426,1384.1157351665138,413248.9377101124
0.05,590,355.2666733428322,2830.157964235773,1362.94443827198,446785.4809391748
0.05,516,754.7738628653634,2504.3237249741874,1405.6103434421882,405679.08446048666
0.05,144,635.8613307348131,3002.391159337911,1497.3960048792437,476157.8374029109
0.05,122,770.0393089590088,3277.8139559199153,1589.8052789188146,445180.81410473946
0.05,981,785.063931248695,3072.9026527743217,1474.0531108808518,485848.32110958046
0.05,410,755.1946890362946,2493.486305660448,1404.3834132098298,405660.69419957936
0.05,199,540.6280121706993,2811.7869392173784,1351.5691203305257,430092.1341050527
0.05,272,542.2247136537253,2784.8135319949697,1346.8449993965628,428510.7315346843
0.05,292,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,425,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,633,354.75688472313885,2835.636602863413,1367.7906979373333,445316.85372418014
0.05,797,492.6733232384155,2909.750551852387,1396.6705201945601,417862.46059257607
0.05,77,600.5549635482328,3154.520439260992,1416.272460048261,446915.3770717665
0.05,375,840.2650742481368,2644.3398029545824,1558.561145875873,433952.01097838726
0.05,153,541.1529850593039,2798.686327849634,1350.0348528347556,429342.8937110483
0.05,490,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,561,548.0973792869374,2863.783469125903,1500.1202181788217,412243.98690520204
0.05,768,634.4668770506552,3128.667206727466,1533.634613364109,443599.4409278733
0.05,183,635.0536860718947,2992.053009250095,1503.629926215995,464147.5323357597
0.05,742,1077.8389550835393,3756.8933651938596,1358.7962008054133,409454.6482240502
0.05,318,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,13,1038.9615167330974,3003.694093799359,1314.5531173535376,441346.28496518225
0.05,820,639.4675127435942,3135.0733067295914,1530.2425189900787,442112.5186102196
0.05,124,769.9188831543366,3276.4762121077765,1590.2098998422134,449467.8028547049
0.05,100,425.6516216792654,3115.5411108540766,1460.9150075745717,442298.38954403705
0.05,171,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,365,840.7118609311572,2659.8031354495697,1557.3625904414507,438181.49907338945
0.05,234,635.0385321625886,3009.0444407297105,1502.1849029766968,472858.32637883903
0.05,909,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,344,240.10308248329886,2978.898726496624,1360.1299570435851,440001.0870787268
0.05,285,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,370,754.7738628653634,2504.3237249741874,1405.6103434421882,405679.08446048666
0.05,745,861.4833875702782,2855.901071145134,1246.2751211579439,372998.9064034212
0.05,24,604.3610271660868,2702.773164844881,1214.5748639259753,354906.67237599124
0.05,664,461.83159876705076,3735.752178525223,1475.803611111033,446155.32751709555
0.05,661,535.6069991430425,3187.9427014435178,1410.4908583085444,457403.7009654659
0.05,1002,595.0811985699701,2986.991432563449,1310.4549102331334,437968.78470166546
0.05,883,1111.026554149465,3231.618678901451,1391.5061023103162,408412.28134549514
0.05,1039,476.8372624063708,2924.1017166851607,1437.8976615428974,444752.17907021736
0.05,47,1276.7517103970008,3646.955879727343,1031.7196427975002,354849.51532651245
0.05,170,541.1529850593039,2798.686327849634,1350.0348528347556,429342.8937110483
0.05,588,354.7713289425966,2818.339421053314,1369.0402454236055,440673.1129246678
0.05,911,784.6559573950079,3074.867776992105,1474.409855872792,481846.7386736183
0.05,319,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,139,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,644,520.2482740571179,5937.394027861675,1419.7863434093315,419017.4977997502
0.05,430,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,729,598.214032368739,3378.509584364116,1375.9250381665806,415720.9566474156
0.05,520,840.2650742481368,2644.3398029545824,1558.561145875873,433952.01097838726
0.05,999,609.9855190425221,2989.1939471450287,1274.0843349634474,432511.63033889857
0.05,880,1110.7249848543304,3236.684696733004,1393.0765325167163,409004.7258781402
0.05,990,609.9855190425221,2989.1939471450287,1274.0843349634474,432511.63033889857
0.05,443,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,236,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,733,427.4822203412907,3044.6661073456867,1272.846446631293,383079.58149839664
0.05,1016,769.3245905446205,2656.383083666495,985.585623927498,396611.3545534335
0.05,674,609.1912838859052,3241.7142471689895,1518.7431570029953,471680.26690535416
0.05,41,690.8600568997832,2809.883134724629,1178.593647918291,368871.37738167733
0.05,996,591.1069171940103,2990.098024713006,1319.8535667187696,439934.755963461
0.05,868,1110.7249848543304,3236.684696733004,1393.0765325167163,409004.7258781402
0.05,531,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,849,519.8216559222511,3420.95810925319,1502.270295134555,460738.7442134793
0.05,532,839.8722017920079,2652.5738359834168,1559.327877703463,435391.22606818855
0.05,187,541.1529850593039,2798.686327849634,1350.0348528347556,429342.8937110483
0.05,893,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,358,757.8854466724471,2472.2712087709106,1398.177529146759,405053.92930006376
0.05,1050,374.5616392624719,2903.6365125873162,1397.9681111826048,438925.08503978606
0.05,168,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,584,355.2666733428322,2830.157964235773,1362.94443827198,446785.4809391748
0.05,491,757.2218617558609,2514.100117480888,1392.9739973218925,403011.925812381
0.05,230,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,317,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,69,613.6471337525043,3127.8982054770204,1376.5041668697113,435376.333205885
0.05,483,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,400,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,671,609.5511635600578,3244.38823518334,1518.07327334902,465343.1245851876
0.05,239,635.8613307348131,3002.391159337911,1497.3960048792437,476157.8374029109
0.05,66,517.4540727315306,2872.326281035514,1214.2617233088133,404129.76255632413
0.05,64,510.67271397407126,2901.2536377871033,1240.4638023069415,406408.121180382
0.05,977,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,326,240.0956803712519,2991.1007807769493,1362.9435789391114,441507.2434997677
0.05,619,1222.3272918069806,4045.9799004460156,1131.9657835536568,357890.7719013325
0.05,8,1029.893030283216,3005.265408945817,1325.1972568389601,457957.0492006836
0.05,918,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,715,415.39649491087283,3050.4041041101827,1287.4303324850262,382758.99514353735
0.05,587,474.3062976949333,3092.6914824891956,1526.388918862536,467151.94512331666
0.05,84,349.31056645313095,2888.4246947056354,1365.278552874921,417214.2927763741
0.05,1044,569.7031352656707,3125.737321689484,1579.2584294679023,480032.89386304945
0.05,995,508.668909465753,2770.685606033232,1222.3363415418287,404134.4049113789
0.05,372,757.8854466724471,2472.2712087709106,1398.177529146759,405053.92930006376
0.05,744,1110.5969831631082,3592.8892135195274,1415.4922291191315,429002.6246053059
0.05,720,439.05365448798426,3040.312731581598,1258.0480073167741,383441.6258559634
0.05,151,635.0385321625886,3009.0444407297105,1502.1849029766968,472858.32637883903
0.05,825,502.10830098367336,2856.01537136985,1375.9696076797595,411476.2491540292
0.05,586,489.05696813163,3494.8135097527465,1471.827258515395,449129.2954532994
0.05,9,1017.1425809963681,3043.926156111431,1343.7845668036036,454018.0234987793
0.05,832,494.1241431505367,2649.498814293879,1293.666948969852,409247.5803800138
0.05,442,841.7923612094257,2655.3674833695536,1553.7366538427148,439438.90620906674
0.05,362,754.8512074185056,2513.3535709073,1405.3303785363717,405466.2674691963
0.05,787,560.9424263791188,2932.8470842290826,1219.273175971789,386659.14729806694
0.05,271,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,296,541.1529850593039,2798.686327849634,1350.0348528347556,429342.8937110483
0.05,1069,371.37297573200635,2937.47978170942,1408.4128217617563,443504.8334366486
0.05,526,771.5275158421919,2453.7861638289314,1373.9751851994688,402093.7824486368
0.05,595,521.2474736979916,3150.668248686761,1451.6103390506291,459729.3384263571
0.05,492,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,149,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,632,354.42461992955,2827.8157223565318,1370.5555112947723,442218.3577414565
0.05,422,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,433,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,73,618.3487406803368,3128.4260791325423,1363.0500052113332,433507.64554137277
0.05,356,757.2218617558609,2514.100117480888,1392.9739973218925,403011.925812381
0.05,59,509.31388347016554,2926.549197005701,1247.09966248602,407205.33889462653
0.05,568,711.8466342361785,3210.791692175172,1719.0130888568283,407915.70332211774
0.05,690,519.9583555977331,3342.2200246048405,1632.5067218425997,477304.12894592225
0.05,882,1110.7249848543304,3236.684696733004,1393.0765325167163,409004.7258781402
0.05,496,841.7923612094257,2655.3674833695536,1553.7366538427148,439438.90620906674
0.05,117,769.5465443685407,3279.283687162959,1590.5262856388802,447272.1625007111
0.05,831,492.77003235512956,2906.793591830795,1396.4052503025987,417579.43945973914
0.05,965,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,21,1056.4778047693853,2883.485410711599,1278.0946832802967,460565.1566952017
0.05,752,1077.8389550835393,3756.8933651938596,1358.7962008054133,409454.6482240502
0.05,939,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,253,541.2798091097645,2827.2165679478567,1344.079944593024,431485.8239376548
0.05,349,248.76425987968418,3248.6431252245,1489.6726936061063,479333.45409214165
0.05,156,635.8613307348131,3002.391159337911,1497.3960048792437,476157.8374029109
0.05,507,754.8512074185056,2513.3535709073,1405.3303785363717,405466.2674691963
0.05,886,786.3203882626203,3065.128987276342,1471.6163822870585,490236.22089798393
0.05,563,684.2101991937068,3070.385563059971,1690.546305220022,428877.53768611414
0.05,174,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,740,314.13521069897286,3276.1448321934345,1370.1837011051393,376675.6749783533
0.05,987,522.1626352561395,2774.109958038447,1182.5269019682848,400160.4262850992
0.05,359,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,1038,571.5662436921001,3117.719117806245,1578.0512151073726,476985.32226582005
0.05,703,327.9162742505038,3203.767032921025,1364.7744263444288,378831.00485094084
0.05,998,496.4846391063656,2796.571919611041,1257.3902539380904,407995.8461571616
0.05,511,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,871,989.4110270661168,2966.716730399404,1282.694524723849,385545.6549398063
0.05,290,635.0385321625886,3009.0444407297105,1502.1849029766968,472858.32637883903
0.05,17,880.3423348811043,2787.7823387650537,1244.833935188211,417765.9206030246
0.05,431,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,1055,450.103753068165,3170.8869422855723,1550.0050666537907,477239.1359613971
0.05,459,841.7923612094257,2655.3674833695536,1553.7366538427148,439438.90620906674
0.05,790,585.0147443441846,3141.1588688646484,1555.2891127641083,483549.82842999615
0.05,980,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,1061,447.0532731475431,3171.1654916492953,1551.299925437163,479594.9618066113
0.05,946,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,662,356.902292060038,2797.7834324414894,1361.3320477972106,437707.74667797686
0.05,1049,442.55125629870656,3178.0704565205588,1554.35137288983,485556.8837510381
0.05,1047,371.37297573200635,2937.47978170942,1408.4128217617563,443504.8334366486
0.05,88,349.2951883793939,2898.9355159549145,1362.8113989303376,417921.5168406698
0.05,161,541.2798091097645,2827.2165679478567,1344.079944593024,431485.8239376548
0.05,876,989.4110270661168,2966.716730399404,1282.694524723849,385545.6549398063
0.05,388,840.2650742481368,2644.3398029545824,1558.561145875873,433952.01097838726
0.05,309,540.6280121706993,2811.7869392173784,1351.5691203305257,430092.1341050527
0.05,281,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,150,540.6280121706993,2811.7869392173784,1351.5691203305257,430092.1341050527
0.05,808,590.7583853549984,2937.6419383087405,1492.3751585204654,524326.1749590354
0.05,778,492.5967218085706,2912.8583635767936,1396.8542723358355,418173.4294731704
0.05,1070,374.5616392624719,2903.6365125873162,1397.9681111826048,438925.08503978606
0.05,583,592.9661459483823,6284.456970053498,1390.66835160945,409659.7764578453
0.05,747,1151.3066591586846,3829.2923582160843,1275.6314072626249,391010.13283446763
0.05,842,596.561602919764,3551.7825347212392,1425.2114642216097,440264.0789654282
0.05,455,754.7738628653634,2504.3237249741874,1405.6103434421882,405679.08446048666
0.05,924,785.063931248695,3072.9026527743217,1474.0531108808518,485848.32110958046
0.05,333,240.22584895611533,2958.4012574571516,1350.5878473047333,437161.3320823588
0.05,458,754.7738628653634,2504.3237249741874,1405.6103434421882,405679.08446048666
0.05,970,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,780,494.08412567949995,2886.468197989073,1392.7857978283753,415726.4049612501
0.05,695,435.0378444118714,3083.437159976696,1465.4379948615408,434783.49751286354
0.05,762,492.54023487342727,2920.0067289293074,1396.6953663107151,418999.18815344275
0.05,921,784.6559573950079,3074.867776992105,1474.409855872792,481846.7386736183
0.05,667,609.5511635600578,3244.38823518334,1518.07327334902,465343.1245851876
0.05,227,540.6280121706993,2811.7869392173784,1351.5691203305257,430092.1341050527
0.05,847,572.0014113057093,3829.162933463197,1423.7471301940072,432427.6105602523
0.05,848,520.4762662739407,3422.3763378912317,1501.688036327988,460323.09035729093
0.05,44,687.7913311645959,2803.148435210099,1187.0850663774747,370844.50089664233
0.05,468,840.7118609311572,2659.8031354495697,1557.3625904414507,438181.49907338945
0.05,217,541.2798091097645,2827.2165679478567,1344.079944593024,431485.8239376548
0.05,610,328.7619694619476,3617.0584330700135,1328.9829567170493,380588.46388641675
0.05,659,354.7713289425966,2818.339421053314,1369.0402454236055,440673.1129246678
0.05,767,585.0887021564558,3143.020567490823,1554.9913035202017,488565.6032620198
0.05,457,840.7118609311572,2659.8031354495697,1557.3625904414507,438181.49907338945
0.05,1052,450.103753068165,3170.8869422855723,1550.0050666537907,477239.1359613971
0.05,859,599.0661660236324,3642.968931983267,1408.5839127803715,435918.72124490887
0.05,245,546.417398776141,2761.880475598329,1336.1223710345405,426689.82732179965
0.05,638,437.6526286308923,3082.106571995972,1551.7427298396296,500436.8464039308
0.05,709,415.39649491087283,3050.4041041101827,1287.4303324850262,382758.99514353735
0.05,297,540.6280121706993,2811.7869392173784,1351.5691203305257,430092.1341050527
0.05,813,586.8750812237724,3123.4070115002796,1552.5962985861438,470913.00983115437
0.05,577,615.1903234392428,2918.922875521119,1421.6251772696505,385915.33018586563
0.05,412,839.8722017920079,2652.5738359834168,1559.327877703463,435391.22606818855
0.05,864,586.0951953234483,3516.047228424551,1443.2316133400764,443170.68684464926
0.05,852,595.8146935038596,3674.2830019860203,1409.3624237213623,435005.0200748116
0.05,634,461.95118132669666,3083.4142303689014,1534.3916483272758,470221.70095084887
0.05,367,755.1946890362946,2493.486305660448,1404.3834132098298,405660.69419957936
0.05,541,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,480,760.3226251653664,2464.4374057232594,1393.5167850867522,404512.69158830645
0.05,195,540.7963245188763,2827.9763535939883,1348.8459191534557,431209.02521085617
0.05,503,839.8722017920079,2652.5738359834168,1559.327877703463,435391.22606818855
0.05,121,772.9047692802476,3249.4993940406166,1584.3198468554901,454023.0479567273
0.05,112,771.0658763188593,3267.2422071941264,1588.3365850930559,451736.824771846
0.05,335,250.3247451963964,3249.2385537533028,1477.736011982785,472386.4037237182
0.05,377,755.3405259555751,2519.009992563583,1403.31440899959,404983.0968774684
0.05,559,612.7391222012914,2875.958187276849,1439.534439026263,394306.1533996964
0.05,862,594.7411303842291,3543.1209530389656,1428.9317109809017,440876.10981462995
0.05,917,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,173,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,1013,729.3364752977886,2711.2072686000047,1064.5671285229673,402457.93222928396
0.05,1071,447.0532731475431,3171.1654916492953,1551.299925437163,479594.9618066113
0.05,407,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,905,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,509,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,10,1056.6065717470492,2882.854417015582,1277.8557072872422,460566.75218717987
0.05,624,375.8336101124413,2783.448231329589,1308.305357512407,429634.8263507355
0.05,550,730.2363168373256,3161.6817837719855,1742.6730054972836,413581.8006203901
0.05,396,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,31,690.8600568997832,2809.883134724629,1178.593647918291,368871.37738167733
0.05,60,629.0831730391382,3133.957427908779,1328.9832839698552,429898.0380699791
0.05,1010,853.3826756983203,2719.606029749716,933.6727884553029,381795.0044630192
0.05,169,635.0385321625886,3009.0444407297105,1502.1849029766968,472858.32637883903
0.05,485,757.2218617558609,2514.100117480888,1392.9739973218925,403011.925812381
0.05,978,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,194,634.56173320516,3008.177833086626,1504.4822424043903,469735.3733274654
0.05,402,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,417,756.2018770464005,2482.3394674890646,1401.848032579764,405443.49860265985
0.05,85,353.9209039442777,2838.859845223668,1345.7848880212762,413125.18060330854
0.05,182,540.6280121706993,2811.7869392173784,1351.5691203305257,430092.1341050527
0.05,887,784.6559573950079,3074.867776992105,1474.409855872792,481846.7386736183
0.05,67,609.5265591710327,3129.1445807131063,1387.8933327387363,437327.17208592
0.05,456,756.1578652051953,2519.737891866787,1399.297447524133,404183.0213111285
0.05,345,240.22584895611533,2958.4012574571516,1350.5878473047333,437161.3320823588
0.05,567,703.1293444233788,3091.7577905864337,1713.5008125830764,424297.35288053565
0.05,348,240.34384666766385,2952.227523330689,1344.0371107571298,435820.1746427171
0.05,233,634.56173320516,3008.177833086626,1504.4822424043903,469735.3733274654
0.05,68,509.31388347016554,2926.549197005701,1247.09966248602,407205.33889462653
0.05,964,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,419,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,615,540.3402785959421,3233.2134413579142,1395.5784068359135,455258.8801115393
0.05,930,784.6559573950079,3074.867776992105,1474.409855872792,481846.7386736183
0.05,115,769.5465443685407,3279.283687162959,1590.5262856388802,447272.1625007111
0.05,461,840.0469597458539,2658.306711989458,1559.068747284975,436813.4102858134
0.05,637,420.3552601710727,2880.742624558586,1148.6385074093569,410853.0863464485
0.05,1026,896.0747184432261,3353.87649449729,1435.8861214283036,416177.653693035
0.05,952,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,166,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,300,541.2798091097645,2827.2165679478567,1344.079944593024,431485.8239376548
0.05,764,651.4040618344557,3284.046587683346,1475.4656234062554,421792.9408302123
0.05,327,253.67209184027286,3268.0736769230625,1454.683888166561,466284.59313193505
0.05,206,540.5442432350615,2822.198802289489,1351.2507853042073,430727.40161976515
0.05,252,634.56173320516,3008.177833086626,1504.4822424043903,469735.3733274654
0.05,894,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,314,541.1529850593039,2798.686327849634,1350.0348528347556,429342.8937110483
0.05,942,666.715192677214,2832.281985578704,1335.6167490462612,439893.18082418933
0.05,39,604.3610271660868,2702.773164844881,1214.5748639259753,354906.67237599124
0.05,471,755.1946890362946,2493.486305660448,1404.3834132098298,405660.69419957936
0.05,719,543.1891239154495,3508.1969279634113,1413.0364847012013,412094.3406023042
0.05,639,420.4935678900949,2872.56286963182,1151.7015974281967,412167.91532264743
0.05,867,1111.7560366470375,3237.665333429192,1392.6133286617173,409423.93896130257
0.05,923,785.063931248695,3072.9026527743217,1474.0531108808518,485848.32110958046
0.05,613,354.75688472313885,2835.636602863413,1367.7906979373333,445316.85372418014
0.05,522,754.8512074185056,2513.3535709073,1405.3303785363717,405466.2674691963
0.05,858,565.1595834590299,3480.835015847353,1467.023417080568,447599.5815089433
0.05,816,496.1306649412693,2871.8353126764864,1387.941254089803,414218.57888035104
0.05,1004,604.6212757437709,2986.7552590346177,1287.524969007431,434286.1095927295
0.05,249,635.0385321625886,3009.0444407297105,1502.1849029766968,472858.32637883903
0.05,732,355.9151815405139,3118.3620938453023,1345.8670869728721,380932.9109824419
0.05,643,406.55944761926963,2908.5173051622223,1173.2453312667349,406743.372343199
0.05,99,432.7885717467227,3124.2539055331663,1448.8661041633313,438909.89845521125
0.05,311,635.0385321625886,3009.0444407297105,1502.1849029766968,472858.32637883903
0.05,224,634.56173320516,3008.177833086626,1504.4822424043903,469735.3733274654
0.05,316,541.2798091097645,2827.2165679478567,1344.079944593024,431485.8239376548
0.05,1057,372.0005989978212,2924.7847902032786,1405.9819891860152,441903.4505638546
0.05,866,996.6699863590759,2945.6663007154884,1270.8505792749777,385252.6072113878
0.05,821,513.7521408257735,2851.249793036545,1353.288078723363,407405.1586154746
0.05,497,757.2218617558609,2514.100117480888,1392.9739973218925,403011.925812381
0.05,730,390.7130514126336,3068.1873326142963,1314.3717677085008,382144.85375616385
0.05,313,640.9719612814274,2962.6388095319035,1494.912818355309,457532.83320321905
0.05,958,784.6559573950079,3074.867776992105,1474.409855872792,481846.7386736183
0.05,286,542.2247136537253,2784.8135319949697,1346.8449993965628,428510.7315346843
0.05,408,839.8722017920079,2652.5738359834168,1559.327877703463,435391.22606818855
0.05,931,666.5134779164935,2825.6532828791665,1335.9484554451315,438796.76097649685
0.05,159,634.56173320516,3008.177833086626,1504.4822424043903,469735.3733274654
0.05,845,553.8113974446285,3467.6704464356326,1476.680607419158,449953.75222766236
0.05,846,594.7088837526608,3683.0622171846553,1409.8891541087596,434784.41094357
0.05,748,902.6924872911729,2892.734523233502,1334.9877360768826,399493.7210749963
0.05,389,840.7118609311572,2659.8031354495697,1557.3625904414507,438181.49907338945
0.05,741,304.389616071487,3349.599682327089,1369.5756008599228,373797.05438030756
0.05,705,427.4822203412907,3044.6661073456867,1272.846446631293,383079.58149839664
0.25,229,769.5405949606846,3980.9172468175093,1503.063023681112,462951.2787479577
0.25,143,768.233541613291,4001.9945675853787,1507.4439332443703,461739.73926756973
0.25,872,1495.6639774580926,4957.985497294049,1585.379814534493,438799.48627417185
0.25,176,894.2311155651118,4316.709011145323,1711.1568918814892,522497.70273821225
0.25,983,964.8378574461335,4190.490123523842,1489.750606373695,471793.4924194823
0.25,912,964.1416861822302,4208.776477888998,1490.0594081101904,469806.7787172906
0.25,177,767.4506035709749,4012.7598747870725,1509.608825250974,460417.49115925503
0.25,573,888.6776338852371,4270.112518623616,1639.6816608994227,414336.5126819718
0.25,743,1823.5626931843863,8543.62660035788,1565.3427560966452,464031.3013428626
0.25,266,767.4506035709749,4012.7598747870725,1509.608825250974,460417.49115925503
0.25,40,2072.7758567125825,5745.020044332491,1138.343236597295,354855.77923831885
0.25,76,859.3778897941645,4897.119316673844,1696.3818423827388,475102.1249324967
0.25,696,741.6390873907903,5042.159764873683,1450.059718880088,406140.81356927194
0.25,303,767.3008459256191,4015.685811604921,1509.898977795101,459034.9321827239
0.25,498,996.9489329563028,3559.997779285304,1559.6650991660892,431454.052271079
0.25,415,997.234363903025,3556.446545277776,1559.4193839967365,431816.20962756977
0.25,802,751.9379583569046,2795.1525647853873,1232.7264630490365,425258.007438748
0.25,728,971.4226457341787,5974.907389427729,1634.8245220813462,452454.2779520339
0.25,1015,1049.4672695526738,3948.568726507756,1178.243419183186,426617.0961089969
0.25,92,553.170869848964,4407.3149386359855,1380.6104292378982,419704.75766570994
0.25,114,1109.4257141488272,5265.009447562936,1837.2046072118178,469087.32423267787
0.25,750,1549.669157986316,6015.269597629768,1450.8813941120052,416078.40316987736
0.25,929,964.8378574461335,4190.490123523842,1489.750606373695,471793.4924194823
0.25,203,888.621147781549,4451.66203059969,1721.6035535295518,503492.34566098754
0.25,381,1001.6102685629105,3495.2815074575915,1548.3982225192474,431290.53157874977
0.25,22,1510.8529295106346,4125.294188347745,1463.0162212640225,505541.8084935328
0.25,184,769.5405949606846,3980.9172468175093,1503.063023681112,462951.2787479577
0.25,97,498.48404481171593,4279.852367682433,1495.3634615603878,440917.9632329065
0.25,817,720.4351584010783,3967.2353207443375,1514.863680532411,473031.3220520254
0.25,262,768.233541613291,4001.9945675853787,1507.4439332443703,461739.73926756973
0.25,529,1102.9289617301101,3848.778549570993,1753.0800099846053,481685.2642531348
0.25,126,1084.2409519466764,5068.797543562268,1817.43338630417,484625.96537555143
0.25,758,882.8673454156536,3247.0159109483056,1481.5485484293963,623639.3222684639
0.25,1029,701.7731731708213,4238.015478989463,1579.5404610665328,466218.0666491661
0.25,863,765.0629646448766,5725.690224616873,1690.0197977201055,500520.97917291406
0.25,788,846.5053403755692,4405.241524845326,1738.963534663591,597757.599444001
0.25,3,1529.9962510039873,4690.9779783113,1478.0001311324138,466240.6164068049
0.25,125,1085.148189166532,5021.407162902709,1817.3132789943265,488306.8878644544
0.25,119,1090.8051911421571,4898.194364205213,1814.5552427659827,496603.3853507374
0.25,579,739.1045508808738,4912.033113385693,1610.197371629983,401023.3020941858
0.25,657,814.0504180233245,6437.206238966887,1489.8688742431211,429887.183728496
0.25,718,723.5844093732571,6975.81915940269,1491.0821337710859,397799.3114502679
0.25,267,894.2311155651118,4316.709011145323,1711.1568918814892,522497.70273821225
0.25,706,743.2811774710383,7356.235928853037,1489.8328012539564,395930.5653500938
