centile,observations,WM-hypointensities
0.5,1044,1147.7138618651236
0.5,383,1204.19249046284
0.5,176,1182.0827231795597
0.5,607,1557.5707872081323
0.5,528,1226.2942653040811
0.5,533,1190.0967354029835
0.5,851,921.1385212100262
0.5,537,1351.4231246692368
0.5,485,1226.2942653040811
0.5,113,1462.8041777039077
0.5,530,1372.6625168131093
0.5,370,1197.7411564927454
0.5,848,1059.8337289910305
0.5,990,1151.3018088836425
0.5,570,1246.6481995908584
0.5,1010,1622.27770902257
0.5,844,1321.816173694625
0.5,81,1341.8261813690717
0.5,251,1013.5492787991532
0.5,70,915.3818733181715
0.5,877,1560.6998084346756
0.5,46,1461.0147551805946
0.5,243,1159.9809483383183
0.5,535,1357.8744586393316
0.5,620,1386.9908321480095
0.5,1072,901.3501468199752
0.5,589,1009.7431346625293
0.5,1056,892.2480646561502
0.5,689,1042.1422190050255
0.5,1030,1153.0865989600986
0.5,368,1190.0967354029835
0.5,149,1006.2989801618268
0.5,767,1125.9925659459423
0.5,855,1063.0961023457128
0.5,371,1218.9805486366179
0.5,170,994.7067806569818
0.5,794,962.0139483829214
0.5,98,817.0944238736058
0.5,525,1211.4427891001671
0.5,608,1163.425102839021
0.5,756,1747.7473420401516
0.5,75,1073.3681521856938
0.5,1008,1673.599076348315
0.5,694,1065.2890278382285
0.5,510,1189.281397626697
0.5,598,1216.9285478690852
0.5,493,1365.1247572766588
0.5,0,1629.3592916769776
0.5,6,1678.824796702132
0.5,643,1252.9584008084032
0.5,849,1059.0530087406576
0.5,141,1144.084438142442
0.5,97,667.9698550158007
0.5,161,1021.0870383356047
0.5,1045,994.8472314649187
0.5,146,994.7067806569818
0.5,227,999.8476461917322
0.5,228,991.3878873256836
0.5,424,1351.4231246692368
0.5,993,957.1561146790185
0.5,128,1182.0827231795597
0.5,410,1192.6002909579943
0.5,341,723.402168265554
0.5,477,1197.7411564927454
0.5,2,1653.3355760021796
0.5,1075,894.3019084198274
0.5,683,897.9054270543157
0.5,853,903.3513265742084
0.5,575,1161.4735099679797
0.5,280,991.3878873256836
0.5,398,1365.1247572766588
0.5,29,1314.8705465405535
0.5,215,1013.5492787991532
0.5,652,4505.271352383246
0.5,639,1222.7771643002493
0.5,860,1263.0925665460734
0.5,366,1351.4231246692368
0.5,299,1006.2989801618268
0.5,828,1008.7089642792789
0.5,287,994.7067806569818
0.5,388,1346.2822591344861
0.5,665,1146.6391786683178
0.5,494,1357.8744586393316
0.5,460,1365.1247572766588
0.5,1064,887.9437539651202
0.5,870,1883.785100067948
0.5,425,1218.9805486366179
0.5,754,2097.6652743578898
0.5,349,734.0819184659841
0.5,338,779.1030438128048
0.5,524,1211.4427891001671
0.5,552,1229.0746911073427
0.5,563,1204.2180817562084
0.5,16,1838.2903726173242
0.5,253,1021.0870383356047
0.5,769,1113.3033701995428
0.5,627,1405.2185308154708
0.5,526,1210.9740243973006
0.5,43,1468.5525147170451
0.5,1022,1570.2430632049272
0.5,261,1148.3887488334726
0.5,852,1317.5770429550785
0.5,1036,1147.7138618651236
0.5,172,1174.7690065120962
0.5,125,1469.2555116740025
0.5,1060,889.7445091011411
0.5,531,1211.4427891001671
0.5,1063,750.1582959845048
0.5,397,1372.6625168131093
0.5,498,1197.7411564927454
0.5,1026,1395.594588560818
0.5,296,994.7067806569818
0.5,768,1206.3134478739432
0.5,751,3260.445839443163
0.5,986,1127.626737234005
0.5,342,639.7584083010956
0.5,511,1357.8744586393316
0.5,59,924.8270495439531
0.5,50,1439.6687014834108
0.5,1074,889.7445091011411
0.5,649,4505.271352383246
0.5,638,1156.1748042016936
0.5,1,1664.128440757864
0.5,270,1013.5492787991532
0.5,297,999.8476461917322
0.5,155,994.7067806569818
0.5,819,1113.108933125787
0.5,742,2851.749299057491
0.5,197,1013.5492787991532
0.5,1042,994.8472314649187
0.5,36,5086.686193896532
0.5,360,1218.9805486366179
0.5,614,992.9544802840346
0.5,651,990.9006365203566
0.5,808,1164.3823879786676
0.5,866,1553.0553873449135
0.5,501,1372.6625168131093
0.5,685,1065.2890278382285
0.5,637,1233.3088639715177
0.5,158,1174.7690065120962
0.5,470,1346.2822591344861
0.5,556,1150.2458720232778
0.5,829,1123.584774688431
0.5,252,1159.9809483383183
0.5,1034,997.3507870199293
0.5,797,964.5979878004813
0.5,488,1211.4427891001671
0.5,781,958.2148427095954
0.5,492,1357.8744586393316
0.5,139,1006.2989801618268
0.5,758,1125.2911716035828
0.5,37,1453.764456543267
0.5,688,1072.8267873746793
0.5,800,957.5992793125915
0.5,864,1223.2105937213685
0.5,821,992.0325037277177
0.5,830,1222.891654260422
0.5,606,1201.4375071534407
0.5,385,1204.19249046284
0.5,35,1934.0380386361549
0.5,479,1226.2942653040811
0.5,576,1242.3973882340379
0.5,41,1314.8705465405535
0.5,555,1050.5361135797166
0.5,189,1153.5296143682237
0.5,328,601.2772392838091
0.5,442,1372.6625168131093
0.5,840,1207.0930997716357
0.5,292,1013.5492787991532
0.5,17,1477.454012260994
0.5,496,1372.6625168131093
0.5,329,584.9573496081798
0.5,309,999.8476461917322
0.5,421,1365.1247572766588
0.5,440,1204.19249046284
0.5,839,1135.8745643428826
0.5,9,1652.6061703822259
0.5,834,959.1846703691558
0.5,690,1065.2890278382285
0.5,684,911.6070596617361
0.5,467,1197.7411564927454
0.5,100,849.1993508126237
0.5,66,921.7400277728807
0.5,1068,736.0625409246502
0.5,463,1218.9805486366179
0.5,112,1476.5058103113306
0.5,353,1372.6625168131093
0.5,246,1159.9809483383183
0.5,595,1319.1267936883833
0.5,167,1006.2989801618268
0.5,693,1055.5486118598787
0.5,45,4802.861004724805
0.5,131,1006.2989801618268
0.5,254,1174.7690065120962
0.5,762,971.2114029946868
0.5,25,1314.8705465405535
0.5,491,1226.2942653040811
0.5,403,1357.8744586393316
0.5,541,1211.4427891001671
0.5,102,722.7709137087155
0.5,514,1365.1247572766588
0.5,415,1204.19249046284
0.5,214,1028.4007550030676
0.5,805,1115.3459287349365
0.5,634,1174.1839760808564
0.5,820,1220.119810372732
0.5,121,1484.0435698477802
0.5,878,1551.2546322088922
0.5,156,1174.7690065120962
0.5,653,1250.3020486284831
0.5,260,1159.9809483383183
0.5,384,1365.1247572766588
0.5,609,1386.8645072687098
0.5,764,1376.4452370912406
0.5,104,891.9439226008533
0.5,588,990.9006365203566
0.5,1039,1016.193285162102
0.5,799,966.6465786532699
0.5,122,1457.6633121691566
0.5,780,957.3334351200556
0.5,590,1017.2808941989797
0.5,858,1160.7593761671437
0.5,336,825.3087397536192
0.5,645,1449.4186959063163
0.5,63,1073.3681521856938
0.5,538,1365.1247572766588
0.5,550,1363.7486663638638
0.5,1015,1412.256784337404
0.5,1071,894.3019084198274
0.5,94,695.5173826361324
0.5,213,1167.2312469756457
0.5,865,1709.240911076417
0.5,546,1211.4427891001671
0.5,230,1013.5492787991532
0.5,345,580.3999502894918
0.5,127,991.3878873256836
0.5,379,1218.9805486366179
0.5,283,1021.0870383356047
0.5,1058,738.5660964796606
0.5,419,1357.8744586393316
0.5,71,1195.7195728410734
0.5,447,1192.6002909579943
0.5,327,808.9314171932306
0.5,326,582.9035058445023
0.5,365,1365.1247572766588
0.5,319,1006.2989801618268
0.5,310,1159.9809483383183
0.5,187,994.7067806569818
0.5,438,1192.6002909579943
0.5,663,1002.4928360252026
0.5,93,684.289744691431
0.5,994,1197.5075048244564
0.5,56,928.788266173024
0.5,132,1145.069855502175
0.5,666,1139.3888800309903
0.5,391,1192.6002909579943
0.5,40,4526.775311350137
0.5,277,1145.069855502175
0.5,641,1318.8032395617229
0.5,202,1145.069855502175
0.5,1013,1421.701960563187
0.5,618,3373.4142610455556
0.5,24,2534.6105893011845
0.5,54,2249.4715369350033
0.5,801,1061.6319867474485
0.5,847,1323.2086297891478
0.5,340,877.0841364420464
0.5,771,1150.7857587047183
0.5,1023,1434.934828467742
0.5,1062,747.6681786434825
0.5,372,1188.2959802669632
0.75,459,1621.6971325052423
0.75,995,1225.1900867567992
0.75,432,1424.512579189317
0.75,288,1256.2489276741433
0.75,23,1972.34734866639
0.75,1073,988.5718170774263
0.75,579,1997.6184380355564
0.75,516,1433.6346681449338
0.75,248,1398.3944694312386
0.75,752,4143.766786261161
0.75,380,1581.184025048148
0.75,382,1621.6971325052423
0.75,1033,1241.8567878804715
0.75,68,1160.720561196141
0.75,554,2060.6934544015694
0.75,250,1244.7125012547467
0.75,92,1219.4178903756324
0.75,236,1244.7125012547467
0.75,239,1423.8036222042297
0.75,747,5314.358555718447
0.75,240,1235.7411578439207
0.75,238,1380.7787495862865
0.75,83,1679.0376982014564
0.75,845,1409.8750822525874
0.75,85,910.4220121126651
0.75,560,1948.579309469943
0.75,464,1596.2879797322523
0.75,210,1244.7125012547467
0.75,623,3140.278578304225
0.75,999,1415.6878639140145
0.75,207,1256.2489276741433
0.75,624,1297.8042613425384
0.75,34,4602.253030935045
0.75,448,1427.502056871656
0.75,602,2459.0135369818922
0.75,642,1787.6940290348095
0.75,746,3080.6994439268037
0.75,617,1376.9726054496623
0.75,1067,975.1878978789459
0.75,505,1468.0151643287504
0.75,674,1377.8024011239097
0.75,304,1398.3944694312386
0.75,604,1961.2897755828203
0.75,82,1226.5898088313834
0.75,1077,973.4678623933214
0.75,101,900.8177771657859
0.75,306,1439.8467324587925
0.75,135,1270.1216540277378
0.75,817,1299.7536879691586
0.75,592,2214.459083407473
0.75,431,1468.0151643287504
0.75,289,1256.2489276741433
0.75,453,1427.502056871656
0.75,8,1931.6846530894866
0.75,822,1195.349005820618
0.75,10,1987.4533175484958
0.75,875,1787.9489436527367
0.75,508,1587.316636321424
0.75,1018,2029.5072941730677
0.75,402,1596.2879797322523
0.75,686,1129.386362918849
0.75,291,1286.164764282301
0.75,1032,1529.4911031056454
0.75,322,1229.6085465706424
0.75,776,1194.2351567321205
0.75,154,1231.3285820562664
0.75,681,1337.904513321376
0.75,1050,975.1878978789459
0.75,211,1256.2489276741433
0.75,67,1317.8741530462355
0.75,89,902.5378126514088
0.75,519,1637.7402427598056
0.75,117,1698.6976893560968
0.75,481,1468.0151643287504
0.75,507,1442.6060115557596
0.75,814,1193.1324525396874
0.75,529,1637.7402427598056
0.75,584,1266.3155098911132
0.75,831,1198.498883452696
0.75,680,1296.4522502938212
0.75,381,1484.0582745833146
0.75,386,1454.1424379751566
0.75,522,1442.6060115557596
0.75,20,1924.3222198941946
0.75,177,1244.7125012547467
0.75,159,1398.3944694312386
0.75,677,1154.3067085367259
0.75,495,1484.0582745833146
0.75,325,1115.0438219302198
0.75,988,1360.6940643062833
0.75,203,1389.4231260204126
0.75,1004,1396.0121524481242
0.75,610,3624.4422602651093
0.75,241,1389.4231260204126
0.75,61,1451.826500094918
0.75,475,1433.6346681449338
0.75,883,1944.142676990078
0.75,188,1235.7411578439207
0.75,90,1044.3743591613495
0.75,138,1235.7411578439207
0.75,206,1244.7125012547467
0.75,196,1231.3285820562664
0.75,784,1340.7662246317254
0.75,644,3543.795129505321
0.75,812,1675.107772000595
0.75,796,1450.132824303211
0.75,842,1637.6891614782394
0.75,234,1409.9308958506347
0.75,630,1903.9341188891044
0.75,774,1348.2860423787968
0.75,772,1417.7918400809997
0.75,823,1350.9007759826425
0.75,179,1409.9308958506347
0.75,3,1948.0704887866202
0.75,389,1607.824406151649
0.75,281,1256.2489276741433
0.75,551,1871.9794456373008
0.75,317,1256.2489276741433
0.75,414,1433.6346681449338
0.75,543,1442.6060115557596
0.75,454,1424.9902917108075
0.75,1035,1385.934521110082
0.75,581,1750.2521507126116
0.75,130,1409.9308958506347
0.75,532,1587.316636321424
0.75,879,1805.5646634976897
0.75,613,1252.4427835375186
0.75,38,1703.7144040555838
0.75,226,1244.7125012547467
0.75,200,1244.7125012547467
0.75,791,1349.406187310748
0.75,347,1259.8233571263104
0.75,743,3080.6994439268037
0.75,1031,1529.4911031056454
0.75,307,1398.3944694312386
0.75,358,1424.9902917108075
0.75,152,1270.1216540277378
0.75,137,1383.2905147471336
0.75,428,1637.7402427598056
0.75,411,1596.2879797322523
0.75,506,1468.0151643287504
0.75,578,1265.4180837637725
0.75,655,8254.676498020797
0.75,452,1454.1424379751566
0.75,218,1286.164764282301
0.75,312,1389.4231260204126
0.75,333,819.5253072437894
0.75,1065,1124.6380654089653
0.75,180,1286.164764282301
0.75,373,1633.5101724907774
0.75,169,1409.9308958506347
0.75,1052,1148.0032544148592
0.75,359,1468.0151643287504
0.75,753,4262.280366162531
0.75,272,1226.6190688883034
0.75,115,1698.6976893560968
0.75,352,1454.1424379751566
0.75,567,1565.7872958286193
0.75,1047,973.4678623933214
0.75,662,1223.2906372731704
0.75,245,1231.3285820562664
0.75,770,1845.6388679498752
0.75,480,1429.2220923572795
0.75,96,1198.0563273378405
0.75,99,1148.4437799512118
0.75,670,1389.3388275433063
0.75,871,1787.4712311312474
0.75,21,1987.2124891553083
0.75,330,968.9754747738089
0.75,996,1353.2902399523746
0.75,69,1329.1233419444002
0.75,444,1454.1424379751566
0.75,443,1468.0151643287504
0.75,126,1698.6976893560968
0.75,107,1727.7511280106157
0.75,540,1587.316636321424
0.75,300,1270.1216540277378
0.75,760,1192.6715766679035
0.75,790,1357.0111929059713
0.75,395,1578.1945473658068
0.75,28,5190.308836340837
0.75,687,1142.7702821173295
0.75,257,1398.3944694312386
0.75,420,1437.1062918185362
0.75,95,897.8282994834445
0.75,577,1672.6965083271157
0.75,111,1707.6690327669216
0.75,303,1235.7411578439207
0.75,1021,1651.4628609420974
0.75,572,1619.675210891373
0.75,616,1757.5288038414824
0.75,512,1621.6971325052423
0.75,850,1140.5728036193473
0.75,7,1878.4088812559457
0.75,229,1270.1216540277378
0.75,573,1561.6998993938264
0.75,832,1375.5965868240467
0.75,429,1454.1424379751566
0.75,301,1244.7125012547467
0.75,114,1713.4185019278639
0.75,755,3288.8724855158807
0.75,258,1244.7125012547467
0.75,400,1454.1424379751566
0.75,134,1439.8467324587925
0.75,668,1359.7089687574667
0.75,1059,975.1878978789459
0.75,859,1753.3082496701873
0.75,237,1229.6085465706424
0.75,503,1587.316636321424
0.75,285,1256.2489276741433
0.75,1019,2093.480946310245
0.75,523,1442.6060115557596
0.75,408,1587.316636321424
0.75,600,1385.6169818837886
0.75,417,1424.512579189317
0.75,55,3284.186262469305
0.75,667,1362.6984464398056
0.75,123,1950.6861188488615
0.75,631,1709.1777325242776
0.75,775,1605.7815281628364
0.75,1048,988.5718170774263
0.75,1027,2139.666564366045
0.75,596,4032.467830515585
0.75,568,1891.2236527762257
0.75,818,1545.8718806734532
0.75,586,2008.7262830413447
0.75,256,1398.3944694312386
0.75,992,1378.8720549332909
0.75,406,1442.6060115557596
0.75,290,1409.9308958506347
0.75,393,1454.1424379751566
0.75,244,1398.3944694312386
0.75,987,1283.948071437937
0.75,13,1885.5071657051928
0.75,881,1790.4607088135858
0.75,547,1637.7402427598056
0.75,1070,975.1878978789459
0.75,19,1934.5858247281544
0.75,263,1256.2489276741433
0.75,466,1607.824406151649
0.75,266,1244.7125012547467
0.75,157,1256.2489276741433
0.75,863,1292.8601639100561
0.75,387,1581.184025048148
0.75,542,1454.1424379751566
0.75,1016,1723.4647198506166
0.75,162,1244.7125012547467
0.75,222,1229.6085465706424
0.75,811,1349.8208789033904
0.75,357,1607.824406151649
0.75,323,1398.3944694312386
0.75,163,1409.9308958506347
0.75,427,1581.184025048148
0.75,217,1270.1216540277378
0.75,223,1256.2489276741433
0.75,91,1106.8258927849083
0.75,30,1563.9051622326879
0.75,182,1235.7411578439207
0.75,675,1372.3026813866866
0.75,298,1226.6190688883034
0.75,15,2027.055441548052
0.75,27,1703.7144040555838
0.75,363,1587.316636321424
0.75,231,1389.4231260204126
0.75,335,1006.6732898624532
0.75,520,1581.184025048148
0.75,273,1256.2489276741433
0.75,367,1427.502056871656
0.75,184,1270.1216540277378
0.75,664,2114.9146574839697
0.75,1037,1479.8785557190163
0.75,255,1244.7125012547467
0.75,778,1202.2139039238205
0.75,815,1476.843930117442
0.75,824,1349.0154206692312
0.75,1051,1124.6380654089653
0.75,224,1398.3944694312386
0.75,5,1906.327740291854
0.75,1014,1653.1828964277222
0.75,565,1233.9453601661871
0.75,461,1596.2879797322523
0.75,763,1539.7555508433722
0.75,1038,1383.422755949234
0.75,880,1950.2752882633567
0.75,49,1677.0740229520834
0.75,750,3288.8724855158807
0.75,490,1454.1424379751566
0.75,509,1468.0151643287504
0.75,544,1468.0151643287504
0.75,58,2092.7964198137756
0.75,355,1427.502056871656
0.75,1020,2134.838191032358
0.75,629,1961.2326893074805
0.75,362,1442.6060115557596
0.75,786,1224.5746945267547
0.75,862,1621.4798995279884
0.75,757,1432.668082700817
0.75,356,1484.0582745833146
0.75,399,1433.6346681449338
0.75,484,1637.7402427598056
0.75,145,1235.7411578439207
0.75,175,1270.1216540277378
0.75,295,1256.2489276741433
0.75,404,1433.6346681449338
0.75,785,1892.9762683766003
0.75,827,1219.6426929484992
0.75,605,2409.6240630815983
0.75,658,1786.0676451807417
0.75,672,1377.8024011239097
0.75,458,1433.6346681449338
0.75,806,1435.4757519554012
0.75,619,6640.733083911203
0.75,486,1596.2879797322523
0.75,72,1154.5879499228627
0.75,233,1398.3944694312386
0.75,48,1697.927446797127
0.75,271,1256.2489276741433
0.75,434,1427.502056871656
0.75,305,1398.3944694312386
0.75,140,1380.301037064795
0.75,861,1297.664059981321
0.75,262,1256.2489276741433
0.75,647,1431.8105180531404
0.75,144,1423.8036222042297
0.75,874,1941.1531993077379
0.75,267,1439.8467324587925
0.75,151,1409.9308958506347
0.75,869,1796.5933200868644
0.75,191,1229.6085465706424
0.75,868,1950.2752882633567
0.75,566,2102.2041913710987
0.75,997,1396.0121524481242
0.75,759,1681.4014257932904
0.75,439,1433.6346681449338
0.75,657,2135.7893300874475
0.75,445,1484.0582745833146
0.75,418,1442.6060115557596
0.75,633,1252.4427835375186
0.75,497,1484.0582745833146
0.75,793,1682.3571401090505
0.75,53,1538.4960094596956
0.75,44,1538.4960094596956
0.75,843,1139.1060185492718
0.75,195,1256.2489276741433
0.75,482,1427.502056871656
0.75,160,1380.301037064795
0.75,194,1398.3944694312386
0.75,116,1707.6690327669216
0.75,284,1235.7411578439207
0.75,1076,1008.6539123211189
0.75,837,1668.8801094707826
0.75,294,1389.4231260204126
0.75,171,1244.7125012547467
0.75,594,2135.7893300874475
0.75,1002,1364.5394288505397
0.75,1001,1225.1900867567992
0.75,153,1229.6085465706424
0.75,456,1468.0151643287504
0.75,65,1380.2717770078748
0.75,569,1997.6184380355564
0.75,659,1225.8024024340177
0.75,376,1621.6971325052423
0.75,62,1272.472823753364
0.75,315,1244.7125012547467
0.75,483,1454.1424379751566
0.75,351,1454.1424379751566
0.75,534,1581.184025048148
0.75,377,1454.1424379751566
0.75,695,1142.7702821173295
0.75,18,1731.190226026353
0.75,165,1244.7125012547467
0.75,409,1429.2220923572795
0.75,110,1891.5784694138056
0.75,103,1189.1538943574399
0.75,199,1235.7411578439207
0.75,337,819.5253072437894
0.75,235,1256.2489276741433
0.75,369,1442.6060115557596
0.75,190,1398.3944694312386
0.75,622,1768.9199980832664
0.75,789,1192.5929159901812
0.75,1061,1136.754065516694
0.75,765,1219.6426929484992
0.75,835,1361.3100058037771
0.75,136,1409.9308958506347
0.75,661,1757.5288038414824
0.75,500,1607.824406151649
0.75,193,1235.7411578439207
0.75,118,1733.0781855399136
0.75,691,1296.4522502938212
0.75,166,1244.7125012547467
0.75,173,1244.7125012547467
0.75,1028,1387.6545565957058
0.75,164,1383.2905147471336
0.75,148,1227.0967814097949
0.75,450,1581.184025048148
0.75,430,1596.2879797322523
0.75,1000,1378.8720549332909
0.75,612,2368.141051583966
0.75,478,1454.1424379751566
0.75,571,1997.6184380355564
0.75,232,1235.7411578439207
0.75,782,1388.028149788058
0.75,559,1501.428053512796
0.75,773,1292.287646492375
0.75,558,1233.9453601661871
0.75,216,1409.9308958506347
0.75,671,1362.6984464398056
0.75,31,1563.9051622326879
0.75,583,4032.467830515585
0.75,278,1380.301037064795
0.75,422,1468.0151643287504
0.75,332,1043.4890988431766
0.75,32,4330.057482857156
0.75,265,1270.1216540277378
0.75,1040,1229.2630752512516
0.75,433,1454.1424379751566
0.75,1011,1769.3477347725993
0.75,597,1223.2906372731704
0.75,585,1396.492429911299
0.75,316,1270.1216540277378
0.75,991,1199.608271775883
0.75,168,1256.2489276741433
0.75,42,3266.9901405228047
0.75,625,2068.1337951508763
0.75,1053,970.4783847109827
0.75,650,1884.3502698110435
0.75,673,1372.3026813866866
0.75,471,1427.502056871656
0.75,374,1479.8282043142867
0.75,174,1244.7125012547467
0.75,807,1718.8877417692347
0.75,836,1348.7711936656183
0.75,451,1433.6346681449338
0.75,809,1507.1464574641625
0.75,615,1839.0889426164877
0.75,192,1409.9308958506347
0.75,80,1154.5879499228627
0.75,74,1189.7739998506602
0.75,77,1308.2699180993543
0.75,348,827.4095067050455
0.75,632,1231.935013707296
0.75,76,1317.8741530462355
0.75,745,4850.336171568351
0.75,208,1409.9308958506347
0.75,407,1468.0151643287504
0.75,84,906.9503884390633
0.75,580,1376.9726054496623
0.75,455,1433.6346681449338
0.75,119,1733.0781855399136
0.75,601,1419.997478067604
0.75,798,1350.3398015226273
0.75,489,1442.6060115557596
0.75,469,1596.2879797322523
0.75,472,1468.0151643287504
0.75,561,1210.1024586388023
0.75,787,1566.6692208005024
0.75,882,1950.2752882633567
0.75,1005,1262.0058957375227
0.75,401,1427.502056871656
0.75,221,1398.3944694312386
0.75,802,1627.5866780386882
0.75,436,1596.2879797322523
0.75,344,814.8157940758266
0.75,603,1903.9341188891044
0.75,998,1187.4922716681544
0.75,276,1256.2489276741433
0.75,826,1377.1994585105906
0.75,249,1409.9308958506347
0.75,286,1226.6190688883034
0.75,268,1383.2905147471336
0.75,1009,1745.4068955510327
0.75,473,1429.2220923572795
0.75,1044,1382.9450434277435
0.75,383,1442.6060115557596
0.75,176,1439.8467324587925
0.75,607,2409.6240630815983
0.75,528,1484.0582745833146
0.75,533,1429.2220923572795
0.75,851,1160.6796834837503
0.75,537,1587.316636321424
0.75,485,1484.0582745833146
0.75,113,1698.6976893560968
0.75,530,1621.6971325052423
0.75,370,1433.6346681449338
0.75,848,1300.0228686837265
0.75,990,1415.6878639140145
0.75,570,1842.333848751975
0.75,1010,2000.070824014781
0.75,844,1802.0292688309478
0.75,81,1937.5118305301878
0.75,251,1256.2489276741433
0.75,70,1152.076184762015
0.75,877,1796.5933200868644
0.75,46,1703.7144040555838
0.75,243,1398.3944694312386
0.75,535,1596.2879797322523
0.75,620,1813.3709760074132
0.75,1072,1148.0032544148592
0.75,589,1252.4427835375186
0.75,1056,1127.1498305698128
0.75,689,1278.8365304488696
0.75,1030,1395.5387560569636
0.75,368,1429.2220923572795
0.75,149,1244.7125012547467
0.75,767,1364.4060870388626
0.75,855,1305.548259442578
0.75,371,1468.0151643287504
0.75,170,1229.6085465706424
0.75,794,1556.6151960522345
0.75,98,1056.2197808279013
0.75,525,1454.1424379751566
0.75,608,1406.1247517140102
0.75,756,2639.885849102352
0.75,75,1308.2699180993543
0.75,1008,2134.838191032358
0.75,694,1307.988676713218
0.75,510,1424.512579189317
0.75,598,1497.3692444410115
0.75,493,1607.824406151649
0.75,0,1867.4792904970072
0.75,6,1964.4334844966459
0.75,643,1750.2521507126116
0.75,849,1298.6209129252725
0.75,141,1380.7787495862865
0.75,97,910.4220121126651
0.75,161,1270.1216540277378
0.75,1045,1233.9725884192144
0.75,146,1229.6085465706424
0.75,227,1235.7411578439207
0.75,228,1226.6190688883034
0.75,424,1587.316636321424
0.75,993,1199.608271775883
0.75,128,1439.8467324587925
0.75,410,1427.502056871656
0.75,341,1046.0560843122457
0.75,477,1433.6346681449338
0.75,2,1906.1642234491874
0.75,1075,1136.754065516694
0.75,683,1133.7989387065033
0.75,853,1139.0281631402297
0.75,575,1419.1000519402646
0.75,280,1226.6190688883034
0.75,398,1607.824406151649
0.75,29,1563.9051622326879
0.75,215,1256.2489276741433
0.75,652,6327.778003248794
0.75,639,1632.3856770042485
0.75,860,1637.0910956699545
0.75,366,1587.316636321424
0.75,299,1244.7125012547467
0.75,828,1303.819578386537
0.75,287,1229.6085465706424
0.75,388,1581.184025048148
0.75,665,1389.3388275433063
0.75,494,1596.2879797322523
0.75,460,1607.824406151649
0.75,1064,1124.6380654089653
0.75,870,2232.4787941817317
0.75,425,1468.0151643287504
0.75,754,3080.6994439268037
0.75,349,973.2072754202804
0.75,338,1043.4890988431766
0.75,524,1454.1424379751566
0.75,552,1672.6965083271157
0.75,563,1484.6587783281338
0.75,16,2215.778339747838
0.75,253,1270.1216540277378
0.75,769,1348.1719735522504
0.75,627,1884.3502698110435
0.75,526,1462.6881067994527
0.75,43,1717.5871304091795
0.75,1022,1805.144829118587
0.75,261,1383.2905147471336
0.75,852,1777.0404591308986
0.75,1036,1382.9450434277435
0.75,172,1423.8036222042297
0.75,125,1707.6690327669216
0.75,1060,1128.8698660554373
0.75,531,1454.1424379751566
0.75,1063,988.5718170774263
0.75,397,1621.6971325052423
0.75,498,1433.6346681449338
0.75,1026,1632.288900004662
0.75,296,1229.6085465706424
0.75,768,1497.9098398612987
0.75,751,4703.597203821173
0.75,986,1370.3263861089947
0.75,342,911.7493063671002
0.75,511,1596.2879797322523
0.75,59,1160.720561196141
0.75,50,1678.7940584377081
0.75,1074,1128.8698660554373
0.75,649,6327.778003248794
0.75,638,1394.5883252946137
0.75,1,1918.631092453701
0.75,270,1256.2489276741433
0.75,297,1235.7411578439207
0.75,155,1229.6085465706424
0.75,819,1353.2343507656813
0.75,742,4143.766786261161
0.75,197,1256.2489276741433
0.75,1042,1233.9725884192144
0.75,36,6938.322736252755
0.75,360,1468.0151643287504
0.75,614,1235.4066373808987
0.75,651,1225.8024024340177
0.75,808,1476.344435206765
0.75,866,1792.180744299208
0.75,501,1621.6971325052423
0.75,685,1307.988676713218
0.75,637,1659.6890078309218
0.75,158,1423.8036222042297
0.75,470,1581.184025048148
0.75,556,1401.9599544254297
0.75,829,1685.0872632704488
0.75,252,1398.3944694312386
0.75,1034,1232.2525529335903
0.75,797,1200.149808930502
0.75,488,1454.1424379751566
0.75,781,1197.3401996638906
0.75,492,1596.2879797322523
0.75,139,1244.7125012547467
0.75,758,1679.5768801194456
0.75,37,1692.1779776361868
0.75,688,1321.8614030668125
0.75,800,1196.1389107268985
0.75,864,1561.899617675772
0.75,821,1250.5544468916353
0.75,830,1741.7077470250526
0.75,606,1473.4284052194444
0.75,385,1442.6060115557596
0.75,35,2826.1765456983585
0.75,479,1484.0582745833146
0.75,576,1816.9955234020404
0.75,41,1563.9051622326879
0.75,555,1330.9768101516427
0.75,189,1389.4231260204126
0.75,328,852.9913216859634
0.75,442,1621.6971325052423
0.75,840,1533.6980988845505
0.75,292,1256.2489276741433
0.75,17,1717.2353043701296
0.75,496,1621.6971325052423
0.75,329,827.4095067050455
0.75,309,1235.7411578439207
0.75,421,1607.824406151649
0.75,440,1442.6060115557596
0.75,839,1380.5422378840096
0.75,9,1895.9516867824018
0.75,834,1199.1210509839805
0.75,690,1307.988676713218
0.75,684,1154.3067085367259
0.75,467,1433.6346681449338
0.75,100,1106.8258927849083
0.75,66,1164.1921848697434
0.75,1068,975.1878978789459
0.75,463,1468.0151643287504
0.75,112,1719.2054591863184
0.75,353,1621.6971325052423
0.75,246,1398.3944694312386
0.75,595,1667.820487802162
0.75,167,1244.7125012547467
0.75,693,1302.2017194547632
0.75,45,6625.3676555903985
0.75,131,1244.7125012547467
0.75,254,1423.8036222042297
0.75,762,1209.1096748858681
0.75,25,1563.9051622326879
0.75,491,1484.0582745833146
0.75,403,1596.2879797322523
0.75,541,1454.1424379751566
