centile,observations,WM-hypointensities
0.25,222,759.805014743321
0.25,811,872.741616074775
0.25,357,1122.4251084016691
0.25,323,921.5674272453991
0.25,163,924.5315981006565
0.25,427,1111.3804932208252
0.25,217,772.0524226434715
0.25,223,770.8496299241673
0.25,91,591.5728088403397
0.25,30,1065.83593084842
0.25,182,763.9541345395419
0.25,675,887.3983671929577
0.25,298,756.1567057630646
0.25,15,1338.6228591035976
0.25,27,1218.3151063056052
0.25,363,1115.529613017049
0.25,231,917.636102716036
0.25,335,503.2451250581481
0.25,520,1111.3804932208252
0.25,273,770.8496299241673
0.25,367,957.6985250443342
0.25,184,772.0524226434715
0.25,664,783.9227343286595
0.25,1037,935.8967595870108
0.25,255,767.8854590689077
0.25,778,730.2150665786419
0.25,815,851.9837992441368
0.25,824,872.7754230291698
0.25,1051,651.2494425212752
0.25,224,921.5674272453991
0.25,5,1400.55720316259
0.25,1014,1174.9321825191294
0.25,565,740.6391449764199
0.25,461,1119.460937546411
0.25,763,788.7331685026395
0.25,1038,910.034133061544
0.25,880,1478.4882649589788
0.25,49,1207.2704911247606
0.25,750,1106.4425583969928
0.25,490,968.7431402251781
0.25,509,969.9459329444853
0.25,544,969.9459329444853
0.25,58,709.7450906403456
0.25,355,957.6985250443342
0.25,1020,1212.3599616642723
0.25,629,630.2407661521663
0.25,362,965.7789693699189
0.25,786,725.5032571722362
0.25,862,888.9880544401526
0.25,757,896.0453319389046
0.25,356,968.5302560248483
0.25,399,961.847644840557
0.25,484,1122.21222420134
0.25,145,763.9541345395419
0.25,175,772.0524226434715
0.25,295,770.8496299241673
0.25,404,961.847644840557
0.25,785,860.2257086345567
0.25,827,724.0632718086607
0.25,605,705.5175113346677
0.25,658,966.8506197727411
0.25,672,900.9753589380705
0.25,458,961.847644840557
0.25,806,880.4227738110246
0.25,619,2937.459999198723
0.25,486,1119.460937546411
0.25,72,684.7844180955404
0.25,233,921.5674272453991
0.25,48,1204.6212316073604
0.25,271,770.8496299241673
0.25,434,957.6985250443342
0.25,305,921.5674272453991
0.25,140,909.838673939556
0.25,861,819.4133460727292
0.25,262,770.8496299241673
0.25,647,916.5574341085714
0.25,144,925.734390819963
0.25,874,1470.6908361824985
0.25,267,924.3187139003272
0.25,151,924.5315981006565
0.25,869,1324.8062967824865
0.25,191,759.805014743321
0.25,868,1478.4882649589788
0.25,566,771.2122682157833
0.25,997,880.7590685035555
0.25,759,568.0526904316682
0.25,439,961.847644840557
0.25,657,637.9396844499705
0.25,445,968.5302560248483
0.25,418,965.7789693699189
0.25,633,767.04348578754
0.25,497,968.5302560248483
0.25,793,942.4586855032637
0.25,53,1061.6689672738553
0.25,44,1061.6689672738553
0.25,843,667.199632827825
0.25,195,770.8496299241673
0.25,482,957.6985250443342
0.25,160,909.838673939556
0.25,194,921.5674272453991
0.25,116,1230.8419905810824
0.25,284,763.9541345395419
0.25,1076,505.2257475168168
0.25,837,588.2765455796905
0.25,294,917.636102716036
0.25,171,767.8854590689077
0.25,594,637.9396844499705
0.25,1002,871.2332136607713
0.25,1001,721.7619219524934
0.25,153,759.805014743321
0.25,456,969.9459329444853
0.25,65,851.4996669471307
0.25,569,614.5671088621347
0.25,659,755.9988706066949
0.25,376,1123.627901120976
0.25,62,711.5914306095127
0.25,315,767.8854590689077
0.25,483,968.7431402251781
0.25,351,968.7431402251781
0.25,534,1111.3804932208252
0.25,377,968.7431402251781
0.25,695,665.9432399314894
0.25,18,1253.0220877585311
0.25,165,767.8854590689077
0.25,409,950.9713784486881
0.25,110,1269.88225805081
0.25,103,491.7665061298786
0.25,199,763.9541345395419
0.25,337,341.2745933351973
0.25,235,770.8496299241673
0.25,369,965.7789693699189
0.25,190,921.5674272453991
0.25,622,737.2937309417573
0.25,789,722.0739542499327
0.25,1061,651.849751322964
0.25,765,724.0632718086607
0.25,835,874.5474017859171
0.25,136,924.5315981006565
0.25,661,970.7501013365676
0.25,500,1122.4251084016691
0.25,193,763.9541345395419
0.25,118,1235.0089541556474
0.25,691,819.6252081079804
0.25,166,767.8854590689077
0.25,173,767.8854590689077
0.25,1028,909.4038426871127
0.25,164,913.4869829198122
0.25,148,753.7081585221033
0.25,450,1111.3804932208252
0.25,430,1119.460937546411
0.25,1000,875.4438901289866
0.25,612,806.6197492622033
0.25,478,968.7431402251781
0.25,571,614.5671088621347
0.25,232,763.9541345395419
0.25,782,771.5285553013125
0.25,559,804.0406652852348
0.25,773,721.07027090335
0.25,558,740.6391449764199
0.25,216,924.5315981006565
0.25,671,892.8949146124833
0.25,31,1065.83593084842
0.25,583,1448.4328561082555
0.25,278,909.838673939556
0.25,422,969.9459329444853
0.25,332,514.7169887824342
0.25,32,1746.022508449831
0.25,265,772.0524226434715
0.25,1040,758.8007121260114
0.25,433,968.7431402251781
0.25,1011,1208.4663416287472
0.25,597,749.9020143854799
0.25,585,796.7477309926858
0.25,316,772.0524226434715
0.25,991,714.7039575821523
0.25,168,770.8496299241673
0.25,42,1300.921801384984
0.25,625,629.6114806308965
0.25,1053,500.0160215857421
0.25,650,926.086791819898
0.25,673,887.3983671929577
0.25,471,957.6985250443342
0.25,374,964.5751203697173
0.25,174,767.8854590689077
0.25,807,941.2887561931612
0.25,836,879.0204390278263
0.25,451,961.847644840557
0.25,809,821.7697336078388
0.25,615,951.8453081769369
0.25,192,924.5315981006565
0.25,80,684.7844180955404
0.25,74,686.3458350463534
0.25,77,838.4663862720312
0.25,348,342.5051925113171
0.25,632,760.1479904029188
0.25,76,832.9698388525071
0.25,745,1811.726325660927
0.25,208,924.5315981006565
0.25,407,969.9459329444853
0.25,84,435.16336513468957
0.25,580,903.5839825619721
0.25,455,961.847644840557
0.25,119,1235.0089541556474
0.25,601,921.9282466833392
0.25,798,880.3520559472458
0.25,489,965.7789693699189
0.25,469,1119.460937546411
0.25,472,969.9459329444853
0.25,561,739.6400955135632
0.25,787,787.4951464969542
0.25,882,1478.4882649589788
0.25,1005,733.23378567678
0.25,401,957.6985250443342
0.25,221,921.5674272453991
0.25,802,251.50561334267218
0.25,436,1119.460937546411
0.25,344,344.3534309505824
0.25,603,909.3466190806857
0.25,998,714.1036487804665
0.25,276,770.8496299241673
0.25,826,639.9472914196796
0.25,249,924.5315981006565
0.25,286,756.1567057630646
0.25,268,913.4869829198122
0.25,1009,1201.4250994190252
0.25,473,950.9713784486881
0.25,1044,912.4826803025027
0.25,383,965.7789693699189
0.25,176,924.3187139003272
0.25,607,705.5175113346677
0.25,528,968.5302560248483
0.25,533,950.9713784486881
0.25,851,681.5973589363048
0.25,537,1115.529613017049
0.25,485,968.5302560248483
0.25,113,1226.9106660517195
0.25,530,1123.627901120976
0.25,370,961.847644840557
0.25,848,819.6445892983338
0.25,990,886.9157538532702
0.25,570,650.9625504297388
0.25,1010,1244.4845940303546
0.25,844,841.6030785582996
0.25,81,746.1405322079531
0.25,251,770.8496299241673
0.25,70,678.6875618743252
0.25,877,1324.8062967824865
0.25,46,1218.3151063056052
0.25,243,921.5674272453991
0.25,535,1119.460937546411
0.25,620,960.6106882886039
0.25,1072,654.6970392250895
0.25,589,767.04348578754
0.25,1056,657.3462987424913
0.25,689,805.4479075611772
0.25,1030,910.6344418632343
0.25,368,950.9713784486881
0.25,149,767.8854590689077
0.25,767,887.5790448530229
0.25,855,820.6439452488487
0.25,371,969.9459329444853
0.25,170,759.805014743321
0.25,794,367.41270071360975
0.25,98,577.9690669193108
0.25,525,968.7431402251781
0.25,608,920.7254539640314
0.25,756,855.6088349779498
0.25,75,838.4663862720312
0.25,1008,1212.3599616642723
0.25,694,822.5893789632394
0.25,510,954.0502160640765
0.25,598,936.4878512971591
0.25,493,1122.4251084016691
0.25,0,1391.2392928569461
0.25,6,1393.2161089076185
0.25,643,755.6646509041946
0.25,849,819.485104556042
0.25,141,907.3901266985968
0.25,97,425.51769791893616
0.25,161,772.0524226434715
0.25,1045,755.7218745106204
0.25,146,759.805014743321
0.25,227,763.9541345395419
0.25,228,756.1567057630646
0.25,424,1115.529613017049
0.25,993,714.7039575821523
0.25,128,924.3187139003272
0.25,410,957.6985250443342
0.25,341,400.7482522188635
0.25,477,961.847644840557
0.25,2,1400.5069285551722
0.25,1075,651.849751322964
0.25,683,662.0119154021276
0.25,853,667.6744900081899
0.25,575,903.8469679956958
0.25,280,756.1567057630646
0.25,398,1122.4251084016691
0.25,29,1065.83593084842
0.25,215,770.8496299241673
0.25,652,2682.764701517638
0.25,639,813.1686515962487
0.25,860,889.0940374221948
0.25,366,1115.529613017049
0.25,299,767.8854590689077
0.25,828,713.598350172022
0.25,287,759.805014743321
0.25,388,1111.3804932208252
0.25,665,903.9395297933283
0.25,494,1119.460937546411
0.25,460,1122.4251084016691
0.25,1064,651.2494425212752
0.25,870,1535.0914059541697
0.25,425,969.9459329444853
0.25,754,1114.631104788981
0.25,349,494.95656151168794
0.25,338,514.7169887824342
0.25,524,968.7431402251781
0.25,552,785.4528738875688
0.25,563,923.7773851842817
0.25,16,1460.8024054868097
0.25,253,772.0524226434715
0.25,769,878.4347668468351
0.25,627,926.086791819898
0.25,526,959.259941995148
0.25,43,1219.517899024912
0.25,1022,1335.341297291267
0.25,261,913.4869829198122
0.25,852,858.1136267792594
0.25,1036,912.4826803025027
0.25,172,925.734390819963
0.25,125,1230.8419905810824
0.25,1060,650.6191521468431
0.25,531,968.7431402251781
0.25,1063,511.7447748915861
0.25,397,1123.627901120976
0.25,498,961.847644840557
0.25,1026,1158.9002771169733
0.25,296,759.805014743321
0.25,768,914.7170558865889
0.25,751,1817.294475065143
0.25,986,884.9270883590176
0.25,342,367.7675102350913
0.25,511,1119.460937546411
0.25,59,688.933537891765
0.25,50,1200.5433445291148
0.25,1074,650.6191521468431
0.25,649,2682.764701517638
0.25,638,917.7612831087749
0.25,1,1409.6257890620236
0.25,270,770.8496299241673
0.25,297,763.9541345395419
0.25,155,759.805014743321
0.25,819,872.9835154858933
0.25,742,1559.731811853826
0.25,197,770.8496299241673
0.25,1042,755.7218745106204
0.25,36,3235.0496515402933
0.25,360,969.9459329444853
0.25,614,750.5023231871693
0.25,651,755.9988706066949
0.25,808,852.4203407505718
0.25,866,1313.930030390617
0.25,501,1123.627901120976
0.25,685,822.5893789632394
0.25,637,806.9287201121125
0.25,158,925.734390819963
0.25,470,1111.3804932208252
0.25,556,898.5317896211261
0.25,829,562.0822861064106
0.25,252,921.5674272453991
0.25,1034,762.4490211062692
0.25,797,729.0461666704628
0.25,488,968.7431402251781
0.25,781,719.0894857552988
0.25,492,1119.460937546411
0.25,139,767.8854590689077
0.25,758,571.0054630877187
0.25,37,1215.3509354503472
0.25,688,823.7921716825456
0.25,800,719.0596478982868
0.25,864,884.5215697669648
0.25,821,733.510560563801
0.25,830,704.0755614957905
0.25,606,929.4466090874366
0.25,385,965.7789693699189
0.25,35,1041.8995315739535
0.25,479,968.5302560248483
0.25,576,667.7992530660355
0.25,41,1065.83593084842
0.25,555,770.0954170077928
0.25,189,917.636102716036
0.25,328,349.56315688165546
0.25,442,1123.627901120976
0.25,840,880.4881006587214
0.25,292,770.8496299241673
0.25,17,1237.672720151857
0.25,496,1123.627901120976
0.25,329,342.5051925113171
0.25,309,763.9541345395419
0.25,421,1122.4251084016691
0.25,440,965.7789693699189
0.25,839,891.2068908017557
0.25,9,1409.2606539820456
0.25,834,719.248289754331
0.25,690,822.5893789632394
0.25,684,668.9074107867484
0.25,467,961.847644840557
0.25,100,591.5728088403397
0.25,66,679.2878706760151
0.25,1068,496.937183970354
0.25,463,969.9459329444853
0.25,112,1233.8061614363407
0.25,353,1123.627901120976
0.25,246,921.5674272453991
0.25,595,970.4330995746037
0.25,167,767.8854590689077
0.25,693,808.8955042649941
0.25,45,2980.354353859215
0.25,131,767.8854590689077
0.25,254,925.734390819963
0.25,762,733.3131311035054
0.25,25,1065.83593084842
0.25,491,968.5302560248483
0.25,403,1119.460937546411
0.25,541,968.7431402251781
0.25,102,450.78001564271335
0.25,514,1122.4251084016691
0.25,415,965.7789693699189
0.25,214,770.6367457238345
0.25,805,880.3520559472458
0.25,634,916.5574341085714
0.25,820,920.2474609134238
0.25,121,1235.0089541556474
0.25,878,1314.560320765048
0.25,156,925.734390819963
0.25,653,950.4296991691745
0.25,260,921.5674272453991
0.25,384,1122.4251084016691
0.25,609,637.9396844499705
0.25,764,879.5179073977436
0.25,104,611.5032260289266
0.25,588,755.9988706066949
0.25,1039,773.4936362871117
0.25,799,721.8205407341171
0.25,122,1222.761546255496
0.25,780,722.0739542499327
0.25,590,768.2462785068473
0.25,858,864.5307451287517
0.25,336,535.5736575770197
0.25,645,783.9227343286595
0.25,63,838.4663862720312
0.25,538,1122.4251084016691
0.25,550,954.1401536598644
0.25,1015,1175.56247289356
0.25,1071,651.849751322964
0.25,94,437.89084066384964
0.25,213,924.5315981006565
0.25,865,1474.3391451627542
0.25,546,968.7431402251781
0.25,230,770.8496299241673
0.25,345,341.2745933351973
0.25,127,756.1567057630646
0.25,379,969.9459329444853
0.25,283,772.0524226434715
0.25,1058,503.66433056599953
0.25,419,1119.460937546411
0.25,71,577.9636864431212
0.25,447,957.6985250443342
0.25,327,528.4907206213052
0.25,326,348.0017399308416
0.25,365,1122.4251084016691
0.25,319,767.8854590689077
0.25,310,921.5674272453991
0.25,187,759.805014743321
0.25,438,957.6985250443342
0.25,663,764.0793149322811
0.25,93,432.57566228927703
0.25,994,907.772422647856
0.25,56,682.13515857814
0.25,132,909.838673939556
0.25,666,900.9753589380705
0.25,391,957.6985250443342
0.25,40,2746.952519147847
0.25,277,909.838673939556
0.25,641,627.2775749750123
0.25,202,909.838673939556
0.25,1013,1185.8084489109985
0.25,618,1854.1093380918512
0.25,24,1381.5183649319736
0.25,54,1214.7568114006972
0.25,801,764.6828440617312
0.25,847,803.8281376577434
0.25,340,554.4302203953541
0.25,771,711.4976029747705
0.25,1023,1183.2207460655898
0.25,1062,501.01507104860013
0.25,372,951.6016688231175
0.5,459,1372.6625168131093
0.5,995,973.4760043546462
0.5,432,1189.281397626697
0.5,288,1013.5492787991532
0.5,23,1680.2863312302816
0.5,1073,750.1582959845048
0.5,579,1306.0927734488464
0.5,516,1197.7411564927454
0.5,248,1159.9809483383183
0.5,752,2851.749299057491
0.5,380,1346.2822591344861
0.5,382,1372.6625168131093
0.5,1033,999.4046307836068
0.5,68,924.8270495439531
0.5,554,1419.7250199074067
0.5,250,1006.2989801618268
0.5,92,856.5392635440035
0.5,236,1006.2989801618268
0.5,239,1174.7690065120962
0.5,747,3721.093702283284
0.5,240,999.8476461917322
0.5,238,1144.084438142442
0.5,83,1181.7439482972482
0.5,845,1130.8431282972633
0.5,85,667.9698550158007
0.5,560,1394.233508793984
0.5,464,1357.8744586393316
0.5,210,1006.2989801618268
0.5,623,2105.563852769919
0.5,999,1151.3018088836425
0.5,207,1013.5492787991532
0.5,624,1033.4182063121657
0.5,34,3235.456989304816
0.5,448,1192.6002909579943
0.5,602,1643.9759655524263
0.5,642,1252.9015383027004
0.5,746,2097.6652743578898
0.5,617,1140.278294005817
0.5,1067,736.0625409246502
0.5,505,1218.9805486366179
0.5,674,1139.3888800309903
0.5,304,1159.9809483383183
0.5,604,1406.9439749068606
0.5,82,962.2037538010119
0.5,1077,738.5660964796606
0.5,101,665.9160112521239
0.5,306,1182.0827231795597
0.5,135,1021.0870383356047
0.5,817,1008.0658208695384
0.5,592,1433.6984322465933
0.5,431,1218.9805486366179
0.5,289,1013.5492787991532
0.5,453,1192.6002909579943
0.5,8,1669.4401208233528
0.5,822,960.4627884250442
0.5,10,1682.2578606797788
0.5,875,1551.2546322088922
0.5,508,1351.4231246692368
0.5,1018,1636.1179429206124
0.5,402,1357.8744586393316
0.5,686,890.261005964554
0.5,291,1028.4007550030676
0.5,1032,1239.7560209290448
0.5,322,994.7067806569818
0.5,776,959.3599147278935
0.5,154,992.2032251019705
0.5,681,1080.1405040421425
0.5,1050,736.0625409246502
0.5,211,1013.5492787991532
0.5,67,1075.421995949371
0.5,89,663.412455697114
0.5,519,1379.9762334805728
0.5,117,1462.8041777039077
0.5,481,1218.9805486366179
0.5,507,1204.19249046284
0.5,814,958.1155794421966
0.5,529,1379.9762334805728
0.5,584,1017.2808941989797
0.5,831,963.2486213351858
0.5,680,1058.0387292009004
0.5,381,1226.2942653040811
0.5,386,1211.4427891001671
0.5,522,1204.19249046284
0.5,20,1666.558210614962
0.5,177,1006.2989801618268
0.5,159,1159.9809483383183
0.5,677,911.6070596617361
0.5,495,1226.2942653040811
0.5,325,825.3087397536192
0.5,988,1060.821714846976
0.5,203,1153.5296143682237
0.5,1004,1138.3856104758404
0.5,610,2404.08865703658
0.5,241,1153.5296143682237
0.5,61,1162.091417918317
0.5,475,1197.7411564927454
0.5,883,1709.240911076417
0.5,188,999.8476461917322
0.5,90,754.6392769847489
0.5,138,999.8476461917322
0.5,206,1006.2989801618268
0.5,196,992.2032251019705
0.5,784,1050.4466475948784
0.5,644,2390.702905136105
0.5,812,1216.8856759415287
0.5,796,1116.4139993500828
0.5,842,1263.3886548095868
0.5,234,1167.2312469756457
0.5,630,1406.640368984895
0.5,774,1113.418386530588
0.5,772,1154.6145633834024
0.5,823,1111.8329061415266
0.5,179,1167.2312469756457
0.5,3,1680.8190606742914
0.5,389,1365.1247572766588
0.5,281,1013.5492787991532
0.5,551,1254.2235592393517
0.5,317,1013.5492787991532
0.5,414,1197.7411564927454
0.5,543,1204.19249046284
0.5,454,1188.2959802669632
0.5,1035,1151.032755196421
0.5,581,1252.9584008084032
0.5,130,1167.2312469756457
0.5,532,1351.4231246692368
0.5,879,1567.1511424047703
0.5,613,1009.7431346625293
0.5,38,1461.0147551805946
0.5,226,1006.2989801618268
0.5,200,1006.2989801618268
0.5,791,1111.0792600487023
0.5,347,911.12966301253
0.5,743,2097.6652743578898
0.5,1031,1239.7560209290448
0.5,307,1159.9809483383183
0.5,358,1188.2959802669632
0.5,152,1021.0870383356047
0.5,137,1148.3887488334726
0.5,428,1379.9762334805728
0.5,411,1357.8744586393316
0.5,506,1218.9805486366179
0.5,578,1007.7915417914872
0.5,655,6605.592630035984
0.5,452,1211.4427891001671
0.5,218,1028.4007550030676
0.5,312,1153.5296143682237
0.5,333,580.3999502894918
0.5,1065,887.9437539651202
0.5,180,1028.4007550030676
0.5,373,1375.8836305184939
0.5,169,1167.2312469756457
0.5,1052,901.3501468199752
0.5,359,1218.9805486366179
0.5,753,2895.4843245323177
0.5,272,991.3878873256836
0.5,115,1462.8041777039077
0.5,352,1211.4427891001671
0.5,567,1254.9391901471222
0.5,1047,738.5660964796606
0.5,662,986.5963258293261
0.5,245,992.2032251019705
0.5,770,1373.8717392696753
0.5,480,1190.0967354029835
0.5,96,908.3212451612403
0.5,99,876.4528818852091
0.5,670,1146.6391786683178
0.5,871,1552.240049568627
0.5,21,1682.2345808573239
0.5,330,732.2811633299638
0.5,996,1110.83808285551
0.5,69,1082.4702343495162
0.5,444,1211.4427891001671
0.5,443,1218.9805486366179
0.5,126,1462.8041777039077
0.5,107,1476.0370456084631
0.5,540,1351.4231246692368
0.5,300,1021.0870383356047
0.5,760,957.4676748749339
0.5,790,1120.7430294156193
0.5,395,1342.9633658031887
0.5,28,3671.0039133871387
0.5,687,904.3567610244088
0.5,257,1159.9809483383183
0.5,420,1194.654134721672
0.5,95,662.5971179208276
0.5,577,1229.0746911073427
0.5,111,1469.2555116740025
0.5,303,999.8476461917322
0.5,1021,1416.5610950284358
0.5,572,1210.0666981873728
0.5,616,1364.139452589025
0.5,512,1372.6625168131093
0.5,850,905.6800038311876
0.5,7,1641.3586734020473
0.5,229,1021.0870383356047
0.5,573,1183.9067844016129
0.5,832,1008.7750800008948
0.5,429,1211.4427891001671
0.5,301,1006.2989801618268
0.5,114,1466.76539433298
0.5,755,2197.6575219564393
0.5,258,1006.2989801618268
0.5,400,1211.4427891001671
0.5,134,1182.0827231795597
0.5,668,1124.4777871948468
0.5,1059,736.0625409246502
0.5,859,1311.2550539848519
0.5,237,994.7067806569818
0.5,503,1351.4231246692368
0.5,285,1013.5492787991532
0.5,1019,1744.7872521964625
0.5,523,1204.19249046284
0.5,408,1351.4231246692368
0.5,600,1149.7234702315993
0.5,417,1189.281397626697
0.5,55,2249.4715369350033
0.5,667,1127.7966805261444
0.5,123,1615.4101624683758
0.5,631,1247.9386178402356
0.5,775,1146.7789228663166
0.5,1048,750.1582959845048
0.5,1027,1660.534825370472
0.5,596,2740.4503433119216
0.5,568,1393.9299028720181
0.5,818,1160.043441261383
0.5,586,1413.040633880226
0.5,256,1159.9809483383183
0.5,992,1127.1579725311383
0.5,406,1204.19249046284
0.5,290,1167.2312469756457
0.5,393,1211.4427891001671
0.5,244,1159.9809483383183
0.5,987,1011.9571733719333
0.5,13,1639.9853675394236
0.5,881,1555.5589428999247
0.5,547,1379.9762334805728
0.5,1070,736.0625409246502
0.5,19,1670.4959507566896
0.5,263,1013.5492787991532
0.5,466,1365.1247572766588
0.5,266,1006.2989801618268
0.5,157,1013.5492787991532
0.5,863,1056.779417589365
0.5,387,1346.2822591344861
0.5,542,1211.4427891001671
0.5,1016,1459.0786648202454
0.5,162,1006.2989801618268
0.5,222,994.7067806569818
0.5,811,1111.2812474890832
0.5,357,1365.1247572766588
0.5,323,1159.9809483383183
0.5,163,1167.2312469756457
0.5,427,1346.2822591344861
0.5,217,1021.0870383356047
0.5,223,1013.5492787991532
0.5,91,849.1993508126237
0.5,30,1314.8705465405535
0.5,182,999.8476461917322
0.5,675,1129.8505242898223
0.5,298,991.3878873256836
0.5,15,1682.8391503258233
0.5,27,1461.0147551805946
0.5,363,1351.4231246692368
0.5,231,1153.5296143682237
0.5,335,754.9592074603022
0.5,520,1346.2822591344861
0.5,273,1013.5492787991532
0.5,367,1192.6002909579943
0.5,184,1021.0870383356047
0.5,664,1449.4186959063163
0.5,1037,1207.8876576530135
0.5,255,1006.2989801618268
0.5,778,966.2144852512304
0.5,815,1164.413864680789
0.5,824,1110.8954218492004
0.5,1051,887.9437539651202
0.5,224,1159.9809483383183
0.5,5,1653.442471727221
0.5,1014,1414.0575394734255
0.5,565,987.2922525713033
0.5,461,1357.8744586393316
0.5,763,1164.2443596730068
0.5,1038,1146.7284445053892
0.5,880,1714.3817766111677
0.5,49,1442.1722570384215
0.5,750,2197.6575219564393
0.5,490,1211.4427891001671
0.5,509,1218.9805486366179
0.5,544,1218.9805486366179
0.5,58,1401.2707552270595
0.5,355,1192.6002909579943
0.5,1020,1673.599076348315
0.5,629,1295.7367277298245
0.5,362,1204.19249046284
0.5,786,975.0389758494955
0.5,862,1255.2339769840705
0.5,757,1164.3567073198606
0.5,356,1226.2942653040811
0.5,399,1197.7411564927454
0.5,484,1379.9762334805728
0.5,145,999.8476461917322
0.5,175,1021.0870383356047
0.5,295,1013.5492787991532
0.5,404,1197.7411564927454
0.5,785,1376.6009885055785
0.5,827,971.8529823785785
0.5,605,1557.5707872081323
0.5,658,1376.459132476741
0.5,672,1139.3888800309903
0.5,458,1197.7411564927454
0.5,806,1157.9492628832131
0.5,619,4789.096541554954
0.5,486,1357.8744586393316
0.5,72,919.6861840092001
0.5,233,1159.9809483383183
0.5,48,1451.2743392022446
0.5,271,1013.5492787991532
0.5,434,1192.6002909579943
0.5,305,1159.9809483383183
0.5,140,1145.069855502175
0.5,861,1058.5387030270253
0.5,262,1013.5492787991532
0.5,647,1174.1839760808564
0.5,144,1174.7690065120962
0.5,874,1705.922017745118
0.5,267,1182.0827231795597
0.5,151,1167.2312469756457
0.5,869,1560.6998084346756
0.5,191,994.7067806569818
0.5,868,1714.3817766111677
0.5,566,1436.7082297934394
0.5,997,1138.3856104758404
0.5,759,1124.7270581124792
0.5,439,1197.7411564927454
0.5,657,1386.8645072687098
0.5,445,1226.2942653040811
0.5,418,1204.19249046284
0.5,633,1009.7431346625293
0.5,497,1226.2942653040811
0.5,793,1312.4079128061578
0.5,53,1300.0824883667756
0.5,44,1300.0824883667756
0.5,843,903.1528256885492
0.5,195,1013.5492787991532
0.5,482,1192.6002909579943
0.5,160,1145.069855502175
0.5,194,1159.9809483383183
0.5,116,1469.2555116740025
0.5,284,999.8476461917322
0.5,1076,756.9398299189667
0.5,837,1128.5783275252368
0.5,294,1153.5296143682237
0.5,171,1006.2989801618268
0.5,594,1386.8645072687098
0.5,1002,1117.8863212556553
0.5,1001,973.4760043546462
0.5,153,994.7067806569818
0.5,456,1218.9805486366179
0.5,65,1115.8857219775032
0.5,569,1306.0927734488464
0.5,659,990.9006365203566
0.5,376,1372.6625168131093
0.5,62,992.0321271814391
0.5,315,1006.2989801618268
0.5,483,1211.4427891001671
0.5,351,1211.4427891001671
0.5,534,1346.2822591344861
0.5,377,1211.4427891001671
0.5,695,904.3567610244088
0.5,18,1492.1061568924429
0.5,165,1006.2989801618268
0.5,409,1190.0967354029835
0.5,110,1580.730363732309
0.5,103,840.4602002436584
0.5,199,999.8476461917322
0.5,337,580.3999502894918
0.5,235,1013.5492787991532
0.5,369,1204.19249046284
0.5,190,1159.9809483383183
0.5,622,1253.106864512511
0.5,789,957.3334351200556
0.5,1061,894.3019084198274
0.5,765,971.8529823785785
0.5,835,1117.9287037948466
0.5,136,1167.2312469756457
0.5,661,1364.139452589025
0.5,500,1365.1247572766588
0.5,193,999.8476461917322
0.5,118,1484.0435698477802
0.5,691,1058.0387292009004
0.5,166,1006.2989801618268
0.5,173,1006.2989801618268
0.5,1028,1148.5291996414103
0.5,164,1148.3887488334726
0.5,148,990.4024699659498
0.5,450,1346.2822591344861
0.5,430,1357.8744586393316
0.5,1000,1127.1579725311383
0.5,612,1587.3804004230838
0.5,478,1211.4427891001671
0.5,571,1306.0927734488464
0.5,232,999.8476461917322
0.5,782,1079.7783525446844
0.5,559,1152.7343593990151
0.5,773,1006.6789586978616
0.5,558,987.2922525713033
0.5,216,1167.2312469756457
0.5,671,1127.7966805261444
0.5,31,1314.8705465405535
0.5,583,2740.4503433119216
0.5,278,1145.069855502175
0.5,422,1218.9805486366179
0.5,332,779.1030438128048
0.5,32,3038.039995653504
0.5,265,1021.0870383356047
0.5,1040,994.0318936886324
0.5,433,1211.4427891001671
0.5,1011,1488.907038200672
0.5,597,986.5963258293261
0.5,585,1096.6200804519915
0.5,316,1021.0870383356047
0.5,991,957.1561146790185
0.5,168,1013.5492787991532
0.5,42,2283.9559709538944
0.5,625,1348.872637890886
0.5,1053,735.2472031483625
0.5,650,1405.2185308154708
0.5,673,1129.8505242898223
0.5,471,1192.6002909579943
0.5,374,1222.2016623420025
0.5,174,1006.2989801618268
0.5,807,1330.0882489811986
0.5,836,1113.8958163467223
0.5,451,1197.7411564927454
0.5,809,1164.4580955360004
0.5,615,1395.467125396711
0.5,192,1167.2312469756457
0.5,80,919.6861840092001
0.5,74,938.0599174485078
0.5,77,1073.3681521856938
0.5,348,584.9573496081798
0.5,632,996.0415020551085
0.5,76,1075.421995949371
0.5,745,3331.0312486146395
0.5,208,1167.2312469756457
0.5,407,1218.9805486366179
0.5,84,671.0568767868756
0.5,580,1140.278294005817
0.5,455,1197.7411564927454
0.5,119,1484.0435698477802
0.5,601,1170.9628623754716
0.5,798,1115.3459287349365
0.5,489,1204.19249046284
0.5,469,1357.8744586393316
0.5,472,1218.9805486366179
0.5,561,974.8712770761829
0.5,787,1177.0821836487278
0.5,882,1714.3817766111677
0.5,1005,997.6198407071511
0.5,401,1192.6002909579943
0.5,221,1159.9809483383183
0.5,802,939.5461456906808
0.5,436,1357.8744586393316
0.5,344,579.5846125132068
0.5,603,1406.640368984895
0.5,998,950.7979602243103
0.5,276,1013.5492787991532
0.5,826,1008.5733749651359
0.5,249,1167.2312469756457
0.5,286,991.3878873256836
0.5,268,1148.3887488334726
0.5,1009,1473.415997485029
0.5,473,1190.0967354029835
