observations,centile,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
1057,0.95,1609.6966198694117,12499.079889539695,2040.5189423748068,561059.6752799791
1058,0.05,370.2749163049533,3013.721119691536,1397.0364718054052,443309.9098714389
1058,0.25,546.8162436367775,4158.136908673455,1551.2969701516852,476205.44618009153
1058,0.5,732.6883683221815,5568.675140212375,1679.2739798848152,500781.3459919433
1058,0.75,1030.3195348948054,7881.317910759492,1824.8243686166222,526383.441835526
1058,0.95,1610.8472711152558,12196.354969237113,2038.716611926411,562797.8107922566
1059,0.05,382.71583011216114,3087.424336274382,1391.750105088618,436951.35236968135
1059,0.25,559.1946490098969,4328.390421271541,1548.8984927386941,470291.0825485795
1059,0.5,744.994406894878,5858.072953446943,1679.2728843918253,495199.85802401596
1059,0.75,1042.5056092584223,8366.03716091217,1827.5536111237038,521149.2993346686
1059,0.95,1622.800181962459,13045.277232831395,2045.4638327946082,558057.4406679935
106,0.05,368.4079453229833,3033.068251778857,1322.1126872213513,399543.8149019908
106,0.25,553.9930577640298,4377.948925723336,1482.7962835768674,433618.2748341435
106,0.5,749.3711556697702,6035.812840028466,1616.109588753017,459076.8992777992
106,0.75,1062.2059050984271,8753.881925453486,1767.7364280406211,485598.76139409957
106,0.95,1672.3712689628549,13824.885562117139,1990.5630854626588,523318.9536110433
1061,0.05,462.38284675035356,3785.6570069345826,1605.948869063411,485099.6096534565
1061,0.25,640.2123120239825,5055.431243577274,1764.0607024566193,518617.89582911646
1061,0.5,827.431855921461,6620.656366137648,1895.2354963233647,543660.3545329043
1061,0.75,1127.213917462186,9186.882988600566,2044.4275726159199,569749.078968035
1061,0.95,1711.935306274238,13974.759087228324,2263.6776738144104,606854.9610719559
1062,0.05,390.61503978516396,3085.669658006754,1391.0217403878426,432948.460935687
1062,0.25,570.4272028874541,4382.301836733791,1550.0503203470234,466650.0929636941
1062,0.5,759.731952943206,5980.659239471459,1681.9870646012878,491829.77963549027
1062,0.75,1062.8497956078781,8601.194658176706,1832.0466649160587,518061.3992456875
1062,0.95,1654.0738118977201,13490.334586212888,2052.571648946411,555370.0411490205
1065,0.05,454.22861488942124,3768.983438078369,1608.049402867749,489200.030925495
1065,0.25,630.0182567924801,4979.138299072499,1764.1983808942293,522368.2748214477
1065,0.5,815.0946377031171,6470.802781073234,1893.742856647831,547148.6149744216
1065,0.75,1111.4495121572081,8916.443803346803,2041.0785625504795,572964.1531981819
1065,0.95,1689.489789492391,13479.474947878993,2257.5987627749864,609682.0746416808
1066,0.05,462.38284675035356,3785.6570069345826,1605.948869063411,485099.6096534565
1066,0.25,640.2123120239825,5055.431243577274,1764.0607024566193,518617.89582911646
1066,0.5,827.431855921461,6620.656366137648,1895.2354963233647,543660.3545329043
1066,0.75,1127.213917462186,9186.882988600566,2044.4275726159199,569749.078968035
1066,0.95,1711.935306274238,13974.759087228324,2263.6776738144104,606854.9610719559
1067,0.05,382.71583011216114,3087.424336274382,1391.750105088618,436951.35236968135
1067,0.25,559.1946490098969,4328.390421271541,1548.8984927386941,470291.0825485795
1067,0.5,744.994406894878,5858.072953446943,1679.2728843918253,495199.85802401596
1067,0.75,1042.5056092584223,8366.03716091217,1827.5536111237038,521149.2993346686
1067,0.95,1622.800181962459,13045.277232831395,2045.4638327946082,558057.4406679935
1068,0.05,382.71583011216114,3087.424336274382,1391.750105088618,436951.35236968135
1068,0.25,559.1946490098969,4328.390421271541,1548.8984927386941,470291.0825485795
1068,0.5,744.994406894878,5858.072953446943,1679.2728843918253,495199.85802401596
1068,0.75,1042.5056092584223,8366.03716091217,1827.5536111237038,521149.2993346686
1068,0.95,1622.800181962459,13045.277232831395,2045.4638327946082,558057.4406679935
1069,0.05,370.2749163049533,3013.721119691536,1397.0364718054052,443309.9098714389
1069,0.25,546.8162436367775,4158.136908673455,1551.2969701516852,476205.44618009153
1069,0.5,732.6883683221815,5568.675140212375,1679.2739798848152,500781.3459919433
1069,0.75,1030.3195348948054,7881.317910759492,1824.8243686166222,526383.441835526
1069,0.95,1610.8472711152558,12196.354969237113,2038.716611926411,562797.8107922566
107,0.05,868.7257484164169,3770.86802589912,1662.0653670959027,441423.2571379673
107,0.25,1051.1293400298985,5092.496428610557,1821.9542536044328,475310.941691823
107,0.5,1243.1601515573605,6721.684977625345,1954.6063798876862,500629.8444916317
107,0.75,1550.6393678597499,9392.754967201947,2105.480458660259,527006.3560622183
107,0.95,2150.365141744324,14376.122006549209,2327.201851237047,564520.4926733815
1070,0.05,382.71583011216114,3087.424336274382,1391.750105088618,436951.35236968135
1070,0.25,559.1946490098969,4328.390421271541,1548.8984927386941,470291.0825485795
1070,0.5,744.994406894878,5858.072953446943,1679.2728843918253,495199.85802401596
1070,0.75,1042.5056092584223,8366.03716091217,1827.5536111237038,521149.2993346686
1070,0.95,1622.800181962459,13045.277232831395,2045.4638327946082,558057.4406679935
1071,0.05,462.38284675035356,3785.6570069345826,1605.948869063411,485099.6096534565
1071,0.25,640.2123120239825,5055.431243577274,1764.0607024566193,518617.89582911646
1071,0.5,827.431855921461,6620.656366137648,1895.2354963233647,543660.3545329043
1071,0.75,1127.213917462186,9186.882988600566,2044.4275726159199,569749.078968035
1071,0.95,1711.935306274238,13974.759087228324,2263.6776738144104,606854.9610719559
1072,0.05,466.2681699858092,3780.5651725942466,1605.9143472086253,483123.4267183426
1072,0.25,646.0803330880995,5077.197351321283,1764.9429271678061,516825.05874634965
1072,0.5,835.3850831438513,6675.554754058951,1896.8796714220705,542004.7454181459
1072,0.75,1138.5029258085233,9296.090172764198,2046.9392717368414,568236.3650283432
1072,0.95,1729.7269420983653,14185.230100800381,2267.464255767194,605545.0069316761
1073,0.05,363.1787722654865,2909.341773675693,1398.2095021852895,447797.74417532905
1073,0.25,543.6138046697952,3988.8032369664274,1551.3946480766963,480666.5151793001
1073,0.5,733.5891919991176,5319.171438223313,1678.4791874626455,505221.7602739506
1073,0.75,1037.7901277885564,7500.377795945224,1823.011546244856,530801.5914139446
1073,0.95,1631.124783398034,11570.336033081445,2035.4019936615025,567183.6827029034
1074,0.05,458.3689603128064,3782.3198508618734,1606.642711909401,487126.3181523369
1074,0.25,634.8477792105422,5023.285935859034,1763.791099559477,520466.04833123507
