observations,response_var_0,response_var_1
0,-1.7087212662539562,-0.9929306924890775
1,-0.1005100638692005,0.2072947504753111
2,-0.44445492694893196,0.3466264230069274
3,0.82582803806729,-0.24839640116176415
4,0.6547237922591665,-0.6135629194379638
5,0.24810763529877414,0.6223776459222865
6,-0.33809046770595375,0.4665140624979303
7,0.6469820999310185,1.0435479023906948
8,0.2666573742028806,-0.13986794787351933
9,-0.383595741000533,-0.5659854156269997
10,-0.1974423388772165,0.05961081715465272
11,-0.14726916000389564,1.3700797985720627
12,0.9407752779047006,-0.609010823016221
13,1.0998714081712944,1.3521638242594136
14,0.48101166445404825,-0.14693762235332483
15,-0.34608599217561525,-0.3775101153562702
16,2.6254442985070496,2.7003392766753573
17,-0.024825058300632634,0.7681374338623077
18,-1.2279572272002566,0.9485058151929543
19,0.3823160622897917,0.02177089916754845
20,0.13275991664022904,-0.7284681406287304
21,0.7421212025941523,-0.5486852246017935
22,0.14354788891671663,-0.09190544863866769
23,-0.2882057139794924,-0.09622920030834414
24,0.2796990722446371,-0.11019898167400673
25,2.411193779003154,3.740980067996374
26,-0.2900659695881551,0.17763590624931747
27,0.3161040560854475,-0.03616624822211673
28,0.05936652469931678,0.17737047369262193
29,-0.38061825676197125,-0.7885170914798512
30,1.6017871561797503,-0.21414088909525042
31,-0.7421235843404055,0.4911477396890715
32,1.8151263987590982,-1.1434179502802675
33,1.2683809238250323,0.36521156702212176
34,-1.1842668451215164,-0.5737039977218662
35,-0.05240481438826023,-0.07734421582027404
36,-1.6436772271761584,-0.6033570798856838
37,-0.023742995466684225,-1.55779465133378
38,0.6310093292102709,2.3766045542518124
39,2.6836362119951582,-0.4605232086594408
40,0.4514960554996916,-0.6047062228909457
41,0.735592846093631,0.393354721690573
42,-1.1626656277198517,0.47950530175676814
43,1.714709919771445,0.419673161349528
44,0.15119371390631836,0.040376213888120044
45,0.13815559512222508,-0.6958088000885004
46,-0.8969887692390386,-0.9895058684776503
47,1.0604451294741082,-0.12780095754388374
48,0.39122454742336876,0.7683365301715464
49,-0.9314084812102275,-0.005965253509165356
50,-0.2244628071882856,0.01914071948003044
51,1.190226089777113,2.273123990931705
52,-0.6136673866458101,-0.2529278405967442
53,-0.6372366096982743,-0.021541848104137836
54,0.5116734237853799,-1.2849180654153838
55,-0.5567160410084674,-0.2875333851198652
56,0.28704366641566914,-0.23726435548126548
57,0.8889814508016571,-0.5536512206921937
58,-1.2290261888580152,0.5370253541838613
59,1.4843267803581646,-0.0865837090968847
60,1.2039286334710464,-0.3393837615565395
