statistic,response_var_0,response_var_1
MACE,0.0212962962962963,0.045
MAPE,2.0137799958998386,1.7114750561843797
MSLL,0.2331824880719012,0.2559051002900204
NLL,1.1360189764551611,0.8633639395314522
R2,0.3954673482217833,0.28287671323975694
RMSE,0.739791516742721,0.6275554496310811
Rho,0.5913540006324431,0.45545372975202186
Rho_p,9.202786348913872e-22,1.849103830813404e-12
SMSE,0.6045326517782167,0.7171232867602432
ShapiroW,0.9930123359380604,0.9389959517529117
