centile,observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
0.05,329,-17.538045456933332,988.6960520250605,1302.1227375062504,429142.7923259947
0.05,543,558.6951575917311,962.1080107777252,1353.3123322138827,394018.3491769815
0.05,1067,111.07262522456404,1034.353964617174,1339.942242071192,433831.3839516336
0.05,270,369.122160026743,995.3058278686358,1311.2582347398582,426755.4653003319
0.05,772,506.80200357879323,1807.8011225253304,1582.3221814234762,464395.05194680067
0.05,360,539.1398747232702,886.9185903300213,1345.145304976893,398556.37001910596
0.05,974,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,791,519.3411413119546,2246.513223162423,1581.2951719071762,474619.5302861038
0.05,1025,841.2230457348749,2432.8574023691262,1477.9381387742485,427544.6699979553
0.05,1001,286.5786029517071,682.0664233059833,1112.147627938822,394862.54447996855
0.05,301,377.3259830653634,1021.7758513406143,1313.8612944035194,424504.07037714333
0.05,902,652.0518215966866,1266.6464049635406,1289.2140634903103,438391.6188263454
0.05,945,816.217788279678,2561.4793479234413,1521.3894372514892,489739.9053641398
0.05,879,986.7758434628574,1163.354087572433,1216.3212772976008,373220.3296024796
0.05,835,518.3759439383302,2135.8571465936884,1579.8906622184095,471455.91464169463
0.05,328,-21.611659263183356,817.6650696362667,1302.2903722081883,425118.51836414693
0.05,951,652.0518215966866,1266.6464049635406,1289.2140634903103,438391.6188263454
0.05,369,558.6951575917311,962.1080107777252,1353.3123322138827,394018.3491769815
0.05,889,816.217788279678,2561.4793479234413,1521.3894372514892,489739.9053641398
0.05,949,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,542,550.4913345531093,935.6379873057613,1350.7092725502175,396269.7441001705
0.05,731,-194.90545623409162,175.6404347540647,1297.2581727039017,373241.47155084845
0.05,885,652.0518215966866,1266.6464049635406,1289.2140634903103,438391.6188263454
0.05,763,184.29398690838434,-312.8374708167139,1380.8959984105147,397604.8360823956
0.05,1072,273.06274971919436,2174.6183856951957,1570.993710959966,481080.4225206342
0.05,70,307.73268645976714,1081.6090080225858,1273.236922050671,400499.0479431992
0.05,569,-537.2242692571799,1194.55278543458,1475.3524142798317,361851.47981955373
0.05,86,103.65149791266117,1322.5647347492322,1526.3587079910508,437512.69265350397
0.05,514,714.6573012360988,2230.4709302656156,1582.8846463113978,447618.0306379649
0.05,237,386.68050760788526,1012.7895219868278,1313.0233787331351,420104.61460365384
0.05,154,389.90537078500313,870.873198147614,1307.227164336762,413730.55855895986
0.05,596,-517.5636010658475,4137.522322420079,1392.4625720418699,434415.2601332483
0.05,784,316.16729013813665,191.04321533888833,1357.5585433299239,407265.9673136689
0.05,773,259.22094029017046,708.987527162938,1303.6520841053732,445176.99285502004
0.05,684,222.6220239900074,1223.239469388036,1395.7279636605094,428305.9728619148
0.05,273,369.122160026743,995.3058278686358,1311.2582347398582,426755.4653003319
0.05,799,353.7040265666667,812.589167206409,1347.6175111137186,419395.235851926
0.05,812,6.090615073286472,-304.6771824962934,1396.7510316742657,393449.4191735593
0.05,447,568.0496821342485,953.1216814239297,1352.4744165434977,389618.89340349234
0.05,188,383.004411082257,1027.13166034391,1314.2141425025861,422287.75484541006
0.05,355,568.0496821342485,953.1216814239297,1352.4744165434977,389618.89340349234
0.05,178,547.1703777652459,2321.964603303807,1546.3895162637657,473636.0413832045
0.05,536,734.3387956731807,2215.66717577916,1582.6228771743108,438814.68330154533
0.05,399,564.3735856086225,967.46381978102,1353.665180312948,391802.0336452487
0.05,50,809.57688315509,2203.6456312740875,1373.7786535624584,427284.6069151448
0.05,49,806.3520199779792,2345.5619551133223,1379.5748679588314,433658.6629598386
0.05,1012,543.5836109546893,-59.58764355190306,1107.5446791868908,366214.2175377089
0.05,104,156.99922593256565,1692.7120514758744,1514.058736325116,443996.5702555897
0.05,42,-295.079462408077,3734.472182443949,1320.3919236440584,388281.3128991064
0.05,351,550.4913345531093,935.6379873057613,1350.7092725502175,396269.7441001705
0.05,647,559.6236038642963,1994.2725944609701,1551.2937568206607,478290.76793047413
0.05,1040,340.4250357535665,1103.5470088704997,1352.4229235008638,430656.6031377283
0.05,175,357.7707001969038,946.5864308929249,1305.6942671665308,429042.0912192674
0.05,25,613.2762458840078,984.5259210595168,1140.0703826310464,391247.85303765815
