observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
229,-0.9700874476791629,0.7073613508777326,-0.09217039910796897,-0.03203960761834087
143,0.19353261341390227,-0.46404831317719847,2.181060793603561,1.1600063485599827
872,0.4333558295089153,0.669441693567901,-1.3596644972277956,-0.7386406840007601
176,-0.37911369257241684,-1.3304853231753815,-2.391155799922694,0.08975689930070467
983,-0.637427265179366,-0.8159065196555513,1.4844430629846381,0.7563556696353084
912,0.7050097091495304,-0.572643013896201,-1.023139823462524,0.4934784529679028
177,0.5150477246777021,1.065909380732874,-0.8854771257667571,0.6883276521515108
573,1.2466949222674764,-0.07638843485802538,-0.9037571775034884,-0.309908108859105
743,-0.16059241084128975,-0.3177824572169754,-0.7596747015370997,-0.9917203884841816
266,-0.5485216825581101,1.4747145933397996,0.08554828092073617,0.9662081542600122
40,-0.8679762292607277,-0.27056550682058333,-0.517477157634531,-0.16556826410332212
76,1.7030145634802623,0.6653308275043838,1.3095903828295843,0.3810933501496506
696,-0.5540833164410495,0.8903327379834235,-0.4632012543080524,0.9778703251519726
303,1.532277295387106,-1.0711399240036452,0.04407069904016904,-0.4775078133892374
498,-0.07298166605054016,-0.7023374796434164,-0.7617563256581649,-0.8191482102520878
415,-0.34352087784274765,1.1204494366684634,-0.19635979610080323,-0.000675634735407819
802,0.4206130168235284,-0.11874606294473544,1.1633585354575489,-0.16726147511700237
728,0.8587617793081391,0.7114697652543907,1.3010239478373424,1.483423685871142
1015,1.1758762113470504,-0.46134146395538345,-0.8724509413323782,-0.02207281155977835
92,0.027203790940498965,0.020224643197390316,-0.49093081012464784,-0.18852660479645458
114,-0.7568538943656343,-0.28441829618395315,-0.7481930692802106,-0.15411089280637055
750,-0.6050925070096648,-1.3364282302137356,0.10083761274786453,-0.8969514091422038
929,-0.10007210059786392,0.3726315664711909,-0.04704687552035369,-0.42805322528440815
203,-0.09813048185585374,-1.0827279583793916,-1.7167124589897274,-0.4301641391339897
381,-0.18744175110506592,0.8317019481594894,1.3213664953976505,1.4042951256042047
22,2.7739999700797773,-1.0256678275191913,-0.09191115359828433,0.38336962551136367
184,0.10841276955639768,-0.6757520002075815,-0.1398040173457425,0.07814353422899667
97,0.026714026595361973,1.91787652178786,0.45717387903619844,1.03597604788424
817,-0.010292242688628587,-0.7795587992683222,0.6349654983053151,-0.046654531452785815
262,-0.7800469771028266,1.9186365003539914,1.3167089502872564,0.10510611512590765
529,-0.33960386170245516,-0.4212467259521699,-0.3167953793871945,1.3082337974820624
126,0.5713520107515806,0.3435891868246021,2.848991852689342,0.11945257248402757
758,-0.7251403071648904,1.1385195811944913,-0.2743710509176595,-0.39935772425006183
1029,0.5926321464110589,0.5522264257425422,0.636912829744656,2.116175812144129
863,-0.6376024492556158,0.9689779303061352,0.18219949161040855,-0.0556283921443862
788,-0.22388673770395634,-1.2380267454792093,-2.466342789689745,-2.4073337204076766
3,-0.027671596692021135,-0.49465856657091806,-0.9748084474087327,-0.6494921976540642
125,-1.6023631961068099,-0.0469317351720226,-1.8541844067684627,-0.7202180067729578
119,2.103717577425122,3.1459272203552824,0.3097863292704528,1.8687650597294936
579,-0.47016128577109273,-0.6468197576608871,1.4120852299776279,0.05357839622702479
657,-0.6156251064133629,-0.45862199276891646,-0.08950080386217779,-0.7283380883075884
718,0.24928429225154178,0.38240054996576833,-0.9013322556440909,-0.27940590742318555
267,0.2481242112991558,-0.7696682408482582,-0.15438008628793612,-0.7371127273421056
