statistic,response_var_0,response_var_1
MACE,0.12219653179190751,0.1661271676300578
MAPE,1.5103669375794724,2.911769611924175
MSLL,-0.5684090952913434,-3.9266941908743
NLL,1.9763713279286814,5.529269097270088
R2,0.4777813627943248,0.17534276306845875
RMSE,0.71475834863456,1.0911614162882246
Rho,0.6177013373724202,0.4407380496292895
Rho_p,1.4005404049688589e-19,1.2909024397938991e-09
SMSE,0.5222186372056752,0.8246572369315411
ShapiroW,0.9956858777469292,0.9424957919651826
