statistic,response_var_0,response_var_1
MACE,0.12571843251088533,0.17970972423802614
MAPE,2.1316846753548,2.172664826557512
MSLL,-0.751962449025878,-2.5990244639524747
NLL,2.1709009822305507,4.017962997157147
R2,0.4207633859356733,0.2356641487586143
RMSE,0.7610759581436841,0.8742630332121939
Rho,0.6375294963813533,0.5331234887277508
Rho_p,7.278081787819306e-80,7.439520049867781e-52
SMSE,0.5792366140643267,0.7643358512413857
ShapiroW,0.9975813745035013,0.9361823539392533
