statistic,response_var_0,response_var_1
MACE,0.13581395348837208,0.2032558139534884
MAPE,1.616089342834225,1.256081436372924
MSLL,-1.210401042888916,-2.8632339373299716
NLL,2.4215864673628342,4.108689633043652
R2,0.3194837900256502,0.18886055368497945
RMSE,0.6701826934492668,0.7571904397792065
Rho,0.5585006936539163,0.5033146786848827
Rho_p,1.7092147601342108e-15,1.964446523250125e-12
SMSE,0.6805162099743497,0.8111394463150206
ShapiroW,0.9971625070481994,0.9228996335681645
