centile,observations,response_var_0,response_var_1
0.05,0,2.474918929770575,866.9284093649281
0.05,2,2.3491341638280647,1636.5047376528048
0.05,3,2.485961333485346,982.6852742545163
0.05,5,2.4879548034372783,1127.1647391366873
0.05,6,2.4682369336484595,880.5151048891794
0.05,9,2.4682369336484595,880.5151048891794
0.05,10,2.034271285645026,1396.7011278548694
0.05,12,2.357062731527158,963.6824627898895
0.05,13,2.4648586017099747,886.978596328768
0.05,15,2.4393162351538185,1065.1292173447957
0.05,16,2.5353372938437695,783.2632609647512
0.05,17,2.378393153877878,1074.7631754664628
0.05,18,2.4154633562306924,1177.6386033313859
0.05,19,2.3421693199760796,427.1627945715436
0.05,20,2.2970048126522595,1231.1053462924363
0.05,21,2.3137567660409384,1634.6436999654718
0.05,22,2.4912567056476553,1121.0227767902197
0.05,23,2.4727226704915966,1008.8750831347477
0.05,24,2.450016687456025,1045.8546675736056
0.05,25,2.3936608016856895,1721.7507652549718
0.05,26,2.474918929770575,866.9284093649281
0.05,27,2.4050440880815422,323.64694435948627
0.05,28,2.509300237057264,851.0625551814755
0.05,29,2.4715892834604376,873.8342871492666
0.05,30,2.4581209987025736,1161.1142343010183
0.05,31,2.3337584762514343,1192.5411004383996
0.05,32,2.5389808019593487,925.5774849906271
0.05,33,2.546511954591798,727.0267740418413
0.05,34,2.439140929480143,817.1297880863217
0.05,35,2.515475458166542,981.3339631186848
0.05,36,2.306780973913767,1837.0432718634602
0.05,37,2.3393756722616463,1185.5831818825982
0.05,39,2.223381965755779,879.4047167183867
0.05,40,2.4086648810285096,1006.9827405465933
0.05,42,2.485961333485346,982.6852742545163
0.05,44,2.4879548034372783,1127.1647391366873
0.05,46,2.4879548034372783,1127.1647391366873
0.05,47,2.1435871233334383,1517.8075825821388
0.05,49,2.398424558190915,715.1653187969824
0.05,53,2.4319201177480467,1076.9909483519498
0.05,54,2.4760568403691035,1002.6393430251663
0.05,55,2.4429319560187417,1058.90849605842
0.05,56,2.2386087500645617,1274.3790078645288
0.05,57,2.454685526040979,1167.641344506781
0.05,59,2.4682369336484595,880.5151048891794
0.05,60,2.4128403206067333,1005.3110189099153
0.05,61,2.436038146805066,742.1438499141108
0.05,62,2.4879548034372783,1127.1647391366873
0.05,63,2.4405222688847608,1191.8324002968448
0.05,64,2.4319201177480467,1076.9909483519498
0.05,65,2.5238829966146743,945.0568283791231
0.05,66,2.4715892834604376,873.8342871492666
0.05,67,2.4956448593002065,1240.6876057939276
0.05,68,2.508599179760478,1032.5397668405164
0.05,69,2.4426883287067307,1336.6105803165403
0.05,70,2.513633048658712,967.5764399014868
0.05,71,2.4440378784722965,641.4872391819923
0.05,72,2.4429319560187417,1058.90849605842
0.05,73,2.4682369336484595,880.5151048891794
0.05,74,2.446497593552502,1052.4858289062554
0.05,75,2.4356468379217615,1071.1545420977066
0.05,76,2.54240970711398,772.5317088700754
0.05,77,2.3480935089653356,1097.0416105067945
0.05,78,2.392106776477165,351.3076784264406
0.05,79,2.4727226704915966,1008.8750831347477
0.05,81,2.4045441676404185,797.8760482681658
0.05,82,2.4086648810285096,1006.9827405465933
0.05,83,2.4761447460565607,448.80826840918235
0.05,84,2.446497593552502,1052.4858289062554
0.05,85,2.3393756722616463,1185.5831818825982
0.05,86,2.514174174649851,643.2963648599851
0.05,88,2.350213039877073,1171.2027565910669
0.05,90,2.436858495156821,1197.4286318588104
0.05,92,2.4715892834604376,873.8342871492666
0.05,94,2.367194505546534,955.2106658470511
0.05,95,2.513633048658712,967.5764399014868
