observations,response_var_0,response_var_1
0,-11.36081563933018,-6.371399973261984
2,-0.07982748231310133,0.8128151983092049
3,-2.4861292589843456,0.8006204190546438
5,0.1078087072891456,-2.530877945997544
6,0.14330817311642585,-0.4240360618697905
9,-0.011018458645869256,-1.6213797304262756
10,0.24240441055145867,-0.09664832225792552
12,-2.894922810877124,-2.7216283546888898
13,-4.988511878578791,-15.842912776995023
15,-0.08314497538414611,-0.09852328250210762
16,-11.406970550903374,-23.18993611364449
17,0.4280203970801546,-6.449214379315711
18,-2.849683861531249,-0.6066941078930261
19,0.06143327641456242,0.5959072974568556
20,0.32055217240620526,-2.1202946593350758
21,-0.6440044410567143,-4.184392030821938
22,0.3263753701850296,1.2204067567291363
23,0.15447923356675708,1.2382619046293997
24,0.11151656912326624,1.1650961200905696
25,-18.880777805775715,-20.69327249306539
26,0.3644210120795299,1.227547594816253
27,-0.1920835939273824,0.8598602453711566
28,0.1217612213654986,1.312576443965642
29,0.06051918644135057,-3.914248270642381
30,-9.41730611811425,1.0330752051504102
31,-0.4955363859125361,-0.15385122012789676
32,-6.423184248491323,-5.966935577972355
33,-1.212474245778777,-0.10879087945292021
34,-2.9290701898359712,-0.5299403267210832
35,0.4092765301978143,1.1106121152312314
36,-2.32093577620494,-0.5521436280736427
37,0.37853582634347194,-9.618126747561355
39,-27.554668849984193,-1.1721119773052355
40,0.2889160715935959,-3.2657099891094656
42,-5.4709857243302835,-0.5011048004902214
44,0.3348022449678745,1.2065052996704364
46,-2.8077517973649004,-6.5908018262186365
47,-1.2162577592509538,0.08065966985692907
49,-1.1593900557474248,0.7808575253201226
53,-1.6151645169774507,1.2758201402928535
54,-0.7016772159951021,-11.204789405849967
55,-0.9629385736017086,0.4629312611607772
56,0.1237480624974252,0.5566126628784331
57,-2.999475227801963,-1.0693886461240767
59,-8.434910429252415,1.1871207037422982
60,-5.159952493734718,-0.38742365645844656
61,-2.6166267376645598,-1.9886503741461004
62,0.4895961255996484,-1.9958866196889677
63,-0.33672338784349387,1.2623204187576786
64,-0.5673383263257723,-5.1245915494572305
65,-0.8118500908651927,0.7706591975044812
66,-1.5317317088191091,0.7631777679348097
67,0.09912633461445708,0.5144111114416536
68,-4.987202110060537,-74.03774815991349
69,0.3884893966608409,0.899862960848328
70,0.09390709839554989,-3.922416481873908
71,0.33128118040242116,0.36903241786618035
72,-0.0929498003923287,1.204609476010718
73,-1.0337744014550418,-0.845525931058934
74,0.5532849212502122,-0.0050124438267233895
75,-5.372472809841652,1.1868691788918877
76,-0.3946466211119706,-2.428438467737827
77,0.47279865942241406,-3.2258615444169854
78,-1.8046982359450823,0.81707530334162
79,-10.747755812732674,1.2700546813525755
81,-4.670967554822537,0.6712221926551096
82,-1.0966362777473215,-3.2123243071847973
83,-6.0841201989805755,-5.94178175026499
84,-10.466035066089189,0.6105418212337721
85,-3.955371722450774,0.7340546256590872
86,-5.301533502716785,0.9185257987239264
88,-0.1117868096604322,-4.843360400039806
90,-0.14231029521809058,-1.0778049701693613
92,-12.358994664737708,1.3124633149563327
94,-10.052487588357568,-3.3065568111745063
95,-0.5181195018936572,0.4706730605287215
96,-1.9248783386111394,-20.904594611688836
97,-0.6012503659355553,-0.9139488448345874
98,-9.094827424071498,-11.572924105370358
99,-3.080540225535879,-1.5524486642550068
100,-3.9221716852419912,-0.5297112850313763
101,0.5936265652112798,1.2825262456560493
102,-0.7877998224542118,0.4184448779848049
103,-1.8795131284919964,-3.3130196800347855
104,-7.2373776780497145,-4.739213879588327
105,0.3039332014497005,-4.9146905841371895
106,-10.569342453466195,-21.526169537751908
107,0.4735316142250654,-2.326377792804931
108,-2.4537596933457793,0.28387478475085914
109,-3.5013510807267156,-3.2158041275964555
111,-6.552049378711637,-0.6744954347216368
112,-12.250417720941819,-1.834081411898431
113,-15.443970764132708,0.3811186508012312
114,0.5065694962360252,0.7704515351625321
115,-4.995509026873069,-9.045028877205215
116,-5.319527704002459,-9.630084156763509
117,-3.6585936779073465,1.0064810609325732
118,0.46059954549450577,-7.32694569640822
119,-0.2381607821251448,-24.440546669606213
120,-0.2738590599067766,-0.015494204170944048
121,-0.6652858050011281,-2.3227878250788687
123,0.2979428050756532,-8.887890344580018
124,-1.960998220676794,0.41079146226594543
125,0.1818595442523563,0.4842173809421084
126,-0.7012515735026719,0.3073185205373863
127,-5.596894913280951,0.8444433524616777
128,-7.9606324525936465,-30.3597173969266
129,0.4734488304013764,-1.9107419175289553
130,-0.7067237521380201,0.6320725227890451
132,-2.604596271358043,-33.31522560885515
134,-0.07756112478094523,0.46685449004239454
135,-9.816975821215934,0.8889472639269136
136,-6.752060905699508,-10.51331443922307
137,-13.79857051352359,-9.909138403093225
138,0.25284629516350643,-0.22320200731814377
139,0.365168465605211,-0.81146876701739
140,-0.348765388203509,-8.779980631657217
141,-0.16980961577854925,-4.336448132118047
142,-3.248768692408057,-1.7942034516144285
143,-2.5603025272194797,0.3249381320969269
145,0.0558780346507608,-1.9558525406525122
146,0.0550343723067277,0.6516819955988646
148,-1.7286549084302423,-1.5688144115660343
150,-15.832848283963932,-2.5436526032670983
151,-5.7293171174814255,-0.24861846993938386
152,0.5298569796415369,1.2494133271369785
153,-2.5053795404514196,0.7897256678994697
154,0.08113693078477979,-5.0841399688134485
155,0.39143770812610335,-3.2237629813797684
156,-16.989264117641902,-2.736280675989107
157,-4.889737020323213,-1.7632223151536162
158,-3.9117783761768914,0.8646900959443993
159,-1.5984593945348984,-0.7792624506600259
160,-0.09228851872285859,0.7203606919911667
162,-10.568474436737715,-33.21691244711896
163,-0.22032834423430725,-4.226630863245521
164,0.25165974752407316,-2.2439554649229763
165,-3.120168381480201,1.1208773209164498
166,0.3107804681365367,0.5474734926301363
167,0.41258704064441987,0.7949563650116476
168,-23.41467731375856,-1.5014629417217407
169,-0.681062398511481,1.2973101907417255
171,-6.311770402017528,0.5551319394510752
172,0.5481029263090009,-0.8995430650268974
173,-6.128347816316273,-5.679864189375818
174,-5.313679807407389,-5.496166665827818
175,-3.6025947928437905,-2.710972808757943
179,-0.9666665727167152,0.39070834010404676
180,-0.28787719410440893,0.316323680855052
181,-7.474950756148625,-3.78008971708405
182,0.42734036013133947,-0.5012001907563821
183,-8.468350238177836,-0.07963850010846607
184,-2.3324824829247413,-2.453437718518699
