statistic,response_var_0,response_var_1
MACE,0.14231884057971014,0.1698550724637681
MAPE,3.18375239809712,2.162688785145027
MSLL,-1.2798217574780688,-2.9891536090617343
NLL,2.698760290682741,4.4080921422664066
R2,0.45583463578341055,0.21580899542583754
RMSE,0.7376756497381417,0.8855455971174847
Rho,0.6489928724630841,0.5238204693920356
Rho_p,9.590228440315716e-84,6.990585409683118e-50
SMSE,0.5441653642165895,0.7841910045741625
ShapiroW,0.9987065221682061,0.9345715060546952
