statistic,response_var_0,response_var_1
MACE,0.13953757225433527,0.20658959537572255
MAPE,1.9206678013652283,2.4703787116200995
MSLL,-0.6793083974947841,-7.092528114534135
NLL,2.122952987930049,8.791297914661762
R2,0.43483349410541683,0.148335035360866
RMSE,0.7705803181595938,1.220853537690648
Rho,0.6492251924850856,0.49753801903563627
Rho_p,4.429916208826037e-22,3.309684204399999e-12
SMSE,0.5651665058945832,0.851664964639134
ShapiroW,0.9844465347079017,0.9306763612617985
