observations,response_var_0,response_var_1
2,-0.8465180598482213,0.8059402191097997
5,0.817052881198499,4.088983269238971
10,0.9629977517900994,0.6349943544039872
20,0.2547207039976167,-3.4735743954567675
34,-3.036797971739852,-1.4530094389164017
44,0.5680711618978385,0.8240110093799395
46,-2.36561060621019,-5.018608553061057
47,2.187749001811178,-0.5197756363368236
53,-1.7079524348082238,-0.03529049781201651
61,-2.473673360340143,-2.8502671538843445
68,-2.9000314519038213,14.94338278176328
73,-1.652510270098434,3.3865543842827885
74,-0.19772249336209122,-2.165803754417763
77,-0.2508303334118351,3.705014469953312
78,-2.4982912701755073,0.3093828517381731
79,4.35181830200327,0.02811746338635508
85,-2.786491910257693,0.20822368998625893
95,1.2721798168594962,1.0412848016007483
99,-2.482560280309434,-2.5602809341048105
104,-3.5971828804208936,-4.062794898176343
106,-4.234868041706365,9.836130531434035
112,4.661999433749347,-3.5500235328234533
120,-1.2190142367277061,-1.9987576512717966
126,-1.6465353043023456,-1.7214858320244408
128,3.7874043288517836,10.1122788775309
132,-2.1940553893327723,11.459031450058271
136,3.3777866017756133,7.285965853904441
137,-4.678934758565564,6.320000190963667
139,0.817102930135928,1.707219600934107
141,-1.0001823498858395,-4.66237037254393
157,2.9103595193080993,2.81969328308469
162,4.3237291959267115,10.513297730870647
164,0.6391929832305658,3.562248814606605
171,3.425144255643119,1.9014059803584125
185,1.6617546827062235,-4.856064719124789
190,1.6853718659727353,-4.772046252739759
191,-4.163486051000316,-2.6691824688607313
201,-0.24723158041625842,-0.9783368005252866
206,1.2309200457031684,8.995314975499607
208,1.4098186727190256,-5.313094468305657
211,0.9293843062325173,-1.442249012438711
213,1.5080914005507176,-3.3232363964719114
223,-0.19746546693341438,-0.1261167748585231
225,3.7006665410064037,-6.371429253104461
229,0.5686050954426872,1.252074566194636
230,-0.6007312128712773,-2.1553809863024247
233,-2.4816780826861047,0.32110594845249274
256,1.352848917389682,0.1356777333681191
259,0.8566457371043993,-3.5740289323928898
260,-1.882745284681835,0.6673953606515324
263,-1.8367298779972014,-1.3526972082143527
273,-2.4173099104838913,-2.7916276636261865
275,0.21001175946608805,1.9872593298866823
276,2.3113910511471536,7.018036962140106
278,1.3009461470761399,-1.4660932926308567
280,0.35425936684815407,3.112631640478518
285,2.2397377611948563,4.66654850195959
288,-2.0375759188507714,-0.18293230865993215
291,-2.7629451341611895,9.539367182724861
292,3.0589584278299187,1.790002184360102
312,-4.04116403560149,-4.913853592501002
318,0.8927942048757538,-1.3520598249546798
319,-0.9267662200468225,11.072068570511764
