centile,observations,response_var_0,response_var_1
0.05,2,2.342581097350109,1600.6940844321039
0.05,5,2.4844524725677615,1139.7888058501205
0.05,10,1.9093840619826863,1546.7594210944624
0.05,20,2.289382741623355,1335.0895876456434
0.05,34,2.456350490408633,787.2753098960764
0.05,44,2.4844524725677615,1139.7888058501205
0.05,46,2.4844524725677615,1139.7888058501205
0.05,47,2.036008609857654,1639.6838379414714
0.05,53,2.421971908851986,1121.8345140948716
0.05,61,2.439384856170383,788.1282713092235
0.05,68,2.5025713863656027,1068.8945575272658
0.05,73,2.4646248380062996,901.5308617879549
0.05,74,2.4390895270100668,1085.3077935992956
0.05,77,2.3363696675580647,1183.9523071085805
0.05,78,2.4095838893077697,404.9930525293812
0.05,79,2.4656345615026702,1037.1252212398242
0.05,85,2.3377928100742578,1268.8460375329958
0.05,95,2.505997402280639,980.9601559763671
0.05,99,2.532597205083367,988.2803394432892
0.05,104,2.391707872832671,964.0632438809981
0.05,106,2.4646248380062996,901.5308617879549
0.05,112,2.421971908851986,1121.8345140948716
0.05,120,2.251153934826838,1209.7878398018672
0.05,126,2.4699601088812693,607.7361368060451
0.05,128,2.4928549378945806,1250.115888567387
0.05,132,2.473228535154357,1018.4309911415037
0.05,136,2.472221431076966,881.5766331927214
0.05,137,2.434996131686514,1242.7430361035924
0.05,139,2.2602645528963823,1254.6981855345175
0.05,141,2.4349282782109847,1094.730964182833
0.05,157,2.5478640845848637,760.9464655349755
0.05,162,2.4928549378945806,1250.115888567387
0.05,164,2.2836753163631474,1262.2128772047165
0.05,171,2.4578889620862685,1055.0407700674812
0.05,185,2.4318038272715246,1232.77979482532
0.05,190,2.532597205083367,988.2803394432892
0.05,191,2.3751368330477,1812.2002738583083
0.05,201,2.4390895270100668,1085.3077935992956
0.05,206,2.4646248380062996,901.5308617879549
0.05,208,2.4928549378945806,1250.115888567387
0.05,211,2.4725437699507125,420.011900306327
0.05,213,2.430691707705373,1103.9549588358602
0.05,223,2.3807476705357073,646.8488628739334
0.05,225,2.4568716458897195,920.57086639708
