statistic,response_var_0,response_var_1
MACE,0.1248476052249637,0.1959651669085631
MAPE,2.017458562913833,1.527117292678785
MSLL,-0.7523048548275862,-6.297321982420794
NLL,2.1712433880322584,7.716260515625466
R2,0.42367419842319454,0.23660976217996788
RMSE,0.7591612487323134,0.873722059822248
Rho,0.6282203696167891,0.5217202121647685
Rho_p,6.3213425577027135e-77,2.327984597069095e-49
SMSE,0.5763258015768055,0.7633902378200321
ShapiroW,0.9985739930682778,0.94412706703338
