statistic,WM-hypointensities
MACE,0.05932203389830508
MAPE,2.3936755817400774
MSLL,0.19739911619360886
NLL,1.220923098761242
R2,0.06682768546009954
RMSE,0.9654132591387834
Rho,0.3374186203843464
Rho_p,0.00018661390945321586
SMSE,0.9331723145399005
ShapiroW,0.8070487013795127
