statistic,response_var_0,response_var_1
MACE,0.12840579710144925,0.17768115942028984
MAPE,1.8042909947108465,3.808477199722068
MSLL,-0.659115120985923,-2.878215925045044
NLL,2.0780536541905956,4.297154458249716
R2,0.4579153386862651,0.2335087183205955
RMSE,0.7362639888747343,0.8754948781571509
Rho,0.6383364591448725,0.530232229125846
Rho_p,3.0797822803709296e-80,2.7623629879556995e-51
SMSE,0.5420846613137349,0.7664912816794045
ShapiroW,0.998484759788044,0.9433664892521578
