observations,response_var_0,response_var_1
3,-2.1383818562006303,0.321652864391218
6,-0.007119073669092368,-0.5017538356287583
13,-3.702905401620087,-15.453423398555415
19,-0.08722405915979792,0.6659883257721495
21,-0.354087665737429,-3.786256274980822
22,0.21530169619909956,1.2075660912742987
25,-15.189933445971413,-30.84257827459426
26,0.20425311927329182,1.117720301994078
27,-0.32214647218007686,0.8184481880066592
28,0.16839524392600824,0.6707197808892507
33,-2.5815213792940286,-0.45167378097690936
35,0.31167617883267784,1.2561142311284124
39,-18.76428972618568,-2.1642558673864674
40,-0.0670435134718369,-6.016536656384482
42,-4.485965046105368,0.2267358885562445
54,-0.6426042423604804,-12.810278238271996
60,-4.242761798737618,-1.6631029601923695
67,0.1772633751681374,-0.13526780409047912
69,0.08425766324337713,0.8716928401935977
82,-1.2133328725868993,-5.941229468380806
86,-4.428703938561147,0.7707470098335867
101,0.4487708742487455,1.0798705871280947
103,-1.5962891578114757,-4.955633216656723
107,0.28384242898264633,-1.1761602096883095
116,-5.3685680701924925,-14.368824833746462
118,0.36879525384855083,-8.798571130160703
123,0.31436178341494014,-18.41088665011971
129,0.2862810313103681,-4.21303139228093
134,0.14692091581645328,0.9199355196110988
135,-8.542435924279308,0.6569601438963499
140,-0.42316185928158356,-7.059575586567275
143,-2.1749553578171312,0.4461393340859432
148,-3.122432080205086,-1.5223479079592068
153,-2.3872898023825426,1.0516086798303357
154,0.024873560431434627,-6.14869548914577
156,-14.700284865395396,-2.409174715042047
163,-0.6085590882128639,-3.0134284371476046
165,-2.5983802726913385,0.6885436512737186
173,-5.233198999714745,-10.607720933047379
179,-0.8912647942741847,0.5190088060497107
182,0.1720888690546588,-0.9862640475143025
183,-9.839266081763645,0.4665307321733705
187,-3.1859299347999643,-12.565651736772473
203,-0.7388085206750082,-69.57088231435813
209,-1.07134351929547,-0.4495305374745271
212,-1.216390191562834,1.2122624810366491
217,0.2177354417386429,-0.40605967115610064
221,-0.7066886996044798,0.8464132533161359
224,0.32125035409231606,-7.985550962938212
231,0.1839527259746705,-9.666142926478527
239,-1.1113124909572885,-1.206065142219968
241,-1.2015545694142542,0.052101865733650055
243,-0.08779529346796244,0.32519551880730035
255,-3.8048873580968854,-1.326462321016038
264,-7.691462217297439,0.45848189869804923
265,-0.3955724469976458,1.1607599169134823
269,-0.019787123244940696,1.053417310061626
270,-1.1780139799445868,-0.9472574476013169
271,-1.7210870037165455,-1.9723581119846996
283,0.3354619154337851,-0.6525009423491142
284,-1.8586173511329684,1.1425406828962192
286,-4.189456069457705,-1.0856608405687567
289,-1.1042387002653353,-0.3992535254588885
290,-2.691503265864761,-1.8654604469517846
294,-0.024871419789007754,-0.8443289679790902
302,-5.581220212347645,-1.251519999457918
304,-4.329586106253668,0.7589641286979003
307,0.39650906587517176,-9.938673833452246
317,-1.0969209392514547,-3.8038415794411176
320,-2.744606520301498,-2.341524064055444
324,-2.92849676827258,-1.0108669001660717
332,-9.667423320981596,-2.585454278971234
340,-0.018886711528658284,-0.8095552187290679
341,-0.061294729525502634,0.3703129709335893
342,-0.2672359980394011,-0.7303058344967199
