centile,observations,response_var_0,response_var_1
0.05,0,2.4736241182134826,845.8715257847953
0.05,1,2.470216571484614,856.7957215122577
0.05,2,2.3392959262063227,1608.9437117022321
0.05,4,2.48664204158373,1108.5331016815012
0.05,5,2.483262474223606,1118.2128265842882
0.05,7,2.337377205851994,857.7088129576885
0.05,8,2.3309151023398877,1714.128972131344
0.05,9,2.4667856982761007,867.4798622520709
0.05,10,2.0149649797091063,1577.9077655556375
0.05,11,2.3494172040050048,832.2856195737859
0.05,12,2.3540906482238038,842.3861690440659
0.05,14,2.4329459646142952,1053.9937745158873
0.05,15,2.436713487072497,1044.3164378748352
0.05,16,2.536347098598857,621.0431855600297
0.05,17,2.370741957506655,1005.8618332680198
0.05,18,2.4396144843553156,1110.9685577578266
0.05,20,2.292847103825472,1233.2709325325607
0.05,23,2.4678359490428394,1054.8938041994284
0.05,24,2.4476961902026866,1014.0793811901417
0.05,29,2.470216571484614,856.7957215122577
0.05,30,2.452368199580419,1182.5631052587548
0.05,31,2.3294172584122825,1175.1684245322886
0.05,32,2.5362771073066015,842.4742385521022
0.05,34,2.4282612503175867,848.3217470381489
0.05,36,2.322910116388785,1696.4384452457025
0.05,37,2.3350531982428375,1164.9883760502328
0.05,38,2.3459590107998793,1144.1774336286198
0.05,41,2.3019715271883876,914.9982860609566
0.05,43,2.295505933234235,922.1155292225603
0.05,44,2.483262474223606,1118.2128265842882
0.05,45,2.496748785150679,507.07873322260593
0.05,46,2.483262474223606,1118.2128265842882
0.05,47,2.1086813480881363,1721.1389915756595
0.05,48,2.459840131913503,888.1633943811967
0.05,49,2.4003473222330034,709.8528560986438
0.05,50,2.436713487072497,1044.3164378748352
0.05,51,2.4876563414608177,1282.8570417180808
0.05,52,2.3367228841628873,644.6449571201414
0.05,53,2.4291192772646863,1063.482412662799
0.05,55,2.4404253629450974,1034.4431793914835
0.05,56,2.235908017186727,1303.5390550674995
0.05,57,2.4488088477549113,1192.4295267588382
0.05,58,2.436713487072497,1044.3164378748352
0.05,59,2.4667856982761007,867.4798622520709
0.05,61,2.4508221235007355,596.8691247397309
0.05,62,2.483262474223606,1118.2128265842882
0.05,63,2.4340949329720862,1230.1456131983355
0.05,64,2.4291192772646863,1063.482412662799
0.05,65,2.5291305090297276,847.6504155650958
0.05,66,2.470216571484614,856.7957215122577
0.05,68,2.4913857490482734,1143.048423572688
0.05,70,2.5185029054419927,882.3321417844488
0.05,71,2.4374406898731653,591.2740246276961
0.05,72,2.4404253629450974,1034.4431793914835
0.05,73,2.4667856982761007,867.4798622520709
0.05,74,2.444085099386257,1024.3666419252543
0.05,75,2.4329459646142952,1053.9937745158873
0.05,76,2.539736557928693,848.2468096514674
0.05,77,2.3394825050189882,1054.569569968947
0.05,78,2.383789630077974,331.44813773760006
0.05,79,2.4678359490428394,1054.8938041994284
0.05,80,2.3710800039222626,989.67244058967
0.05,81,2.4208410172507855,693.8067642509084
0.05,83,2.474936460201219,572.4424109079853
0.05,84,2.444085099386257,1024.3666419252543
0.05,85,2.3350531982428375,1164.9883760502328
0.05,87,2.452368199580419,1182.5631052587548
0.05,88,2.3459590107998793,1144.1774336286198
0.05,89,2.4712655745575387,1045.1369845660947
0.05,90,2.4302797814160555,1239.1661878485932
0.05,91,2.4777788972434283,1029.20192679959
0.05,92,2.470216571484614,856.7957215122577
0.05,93,2.4667856982761007,867.4798622520709
0.05,94,2.3643267477199985,824.0496177803154
0.05,95,2.5185029054419927,882.3321417844488
0.05,96,2.4910338718521023,1273.3905354068406
0.05,97,2.3309151023398877,1714.128972131344
0.05,98,2.4746729456211836,1035.1832845953354
0.05,99,2.5182475592300055,1062.778518914738
0.05,100,2.4329459646142952,1053.9937745158873
0.05,102,2.125261623998568,1091.5367776794365
0.05,104,2.3880751964646683,774.420922647468
0.05,105,2.5135493775990407,885.3262547977672
0.05,106,2.4667856982761007,867.4798622520709
0.05,108,2.5166704992327587,709.0866493960426
0.05,109,2.4796171299075573,1024.199207923909
0.05,110,2.4667856982761007,867.4798622520709
0.05,111,2.378145935846595,771.2527947162396
0.05,112,2.4291192772646863,1063.482412662799
0.05,113,2.470216571484614,856.7957215122577
0.05,114,2.457378806293007,1083.052222439017
0.05,115,2.4678359490428394,1054.8938041994284
