statistic,response_var_0,response_var_1
MACE,0.14046511627906974,0.19046511627906976
MAPE,3.686600085594694,2.8223983771962478
MSLL,-1.299623123760081,-3.4072117141923717
NLL,2.7632554379681005,4.710190677859921
R2,0.3545058451882308,0.2155901510376672
RMSE,0.8401492024035118,0.7886983237734023
Rho,0.6114550389955262,0.42730018613395504
Rho_p,5.147972669800318e-19,5.038355291831306e-09
SMSE,0.6454941548117692,0.7844098489623328
ShapiroW,0.9940556363859218,0.891119796179413
