statistic,response_var_0,response_var_1
MACE,0.09913043478260868,0.17739130434782607
MAPE,2.790373787075224,2.2356487260159037
MSLL,-0.21030716640727712,-3.031676110746243
NLL,1.6292456996119495,4.4506146439509155
R2,0.445624986907977,0.18887524197387429
RMSE,0.7445636393835137,0.9006246488000014
Rho,0.6428369183189125,0.5046452758197776
Rho_p,1.0582477245162956e-81,7.357469448883836e-46
SMSE,0.554375013092023,0.8111247580261256
ShapiroW,0.9986494752167742,0.9275381275974359
