statistic,response_var_0,response_var_1
MACE,0.1346511627906977,0.1672093023255814
MAPE,2.2594452959552753,1.9663803432125213
MSLL,-0.5639715591442414,-2.689799780970704
NLL,2.0962941004806472,3.7702731053106717
R2,0.37909403671398867,0.33661512364956625
RMSE,0.8825817939860304,0.5806162823262748
Rho,0.615791251766669,0.5916902994538602
Rho_p,2.4749428934635226e-19,1.2633296525574274e-17
SMSE,0.6209059632860113,0.6633848763504336
ShapiroW,0.9959960900705441,0.9581152540600366
