centile,observations,response_var_0,response_var_1
0.05,0,2.467348888005209,886.356764193875
0.05,12,2.3299509312641247,889.3781362396219
0.05,15,2.4288094574809933,1061.4634789790498
0.05,17,2.348145127398551,1010.2547983825634
0.05,18,2.4048538302655382,968.320677823933
0.05,23,2.4600435106919467,1041.2742386289403
0.05,29,2.463575931887532,894.864621463813
0.05,32,2.5224474895981617,877.0424601707894
0.05,36,2.336870007724357,1847.6743582215995
0.05,49,2.4008927317818363,723.3662650612514
0.05,56,2.217469870699594,1259.7905047813672
0.05,57,2.4414503346555114,1170.179340892831
0.05,62,2.480042111280406,1122.6330438016448
0.05,65,2.506578292145027,924.0430123651453
0.05,70,2.4955625387326266,951.7690916576851
0.05,72,2.432991745471622,1053.6712723349815
0.05,76,2.5495681983071554,704.2988571508736
0.05,92,2.463575931887532,894.864621463813
0.05,94,2.3419639279497115,877.7404090651926
0.05,100,2.4245553938472284,1069.0291371765948
0.05,108,2.525126019569803,598.644226286641
0.05,115,2.4600435106919467,1041.2742386289403
0.05,127,2.514241704858376,632.1443655506778
0.05,138,2.21679794338755,931.0858788834987
0.05,142,2.4373992156685595,1178.0770699980199
0.05,145,2.5074172585835828,811.9857070563673
0.05,150,2.5070730266803403,921.6614852747414
0.05,151,2.4245553938472284,1069.0291371765948
0.05,155,2.3644863513460783,851.4935902225805
0.05,158,2.429102655676994,1193.2184433975424
0.05,169,2.455918077505027,911.1121329614513
0.05,172,2.433284689759429,1185.754457091584
0.05,180,2.4297477117993735,550.9347339576784
0.05,181,2.5495681983071554,704.2988571508736
0.05,184,2.5199759547148144,729.2098638521369
0.05,188,2.482118686313227,515.0705412349108
0.05,189,2.463575931887532,894.864621463813
0.05,193,2.448082474394281,926.3988342753307
0.05,194,2.521774733826238,879.0757340649313
0.05,202,2.480042111280406,1122.6330438016448
0.05,204,2.3198330656950796,1148.5043172189614
0.05,205,2.4120531594041865,675.0625612539784
0.05,207,2.4837371489906523,1114.9598432240464
0.05,216,2.432991745471622,1053.6712723349815
0.05,220,2.4787769637489565,691.056816879918
0.05,232,2.450302460349168,906.8532918485079
0.05,236,2.420225538272825,1076.3764494107813
0.05,244,2.1301346606178155,1392.5856706988234
0.05,245,2.432991745471622,1053.6712723349815
0.05,246,2.5184315110195037,976.2567521159436
0.05,248,2.467348888005209,886.356764193875
0.05,253,2.4164649908087266,1716.902717992123
0.05,254,2.3874676881876997,1122.3295972646065
0.05,258,2.4837371489906523,1114.9598432240464
0.05,293,2.383707983759443,1003.1350056767847
0.05,299,2.4062844005820563,345.7474670843885
0.05,305,2.287155212010199,1464.6162369302667
0.05,308,2.432991745471622,1053.6712723349815
0.05,309,2.311535311237646,1098.7217850631926
0.05,311,2.467348888005209,886.356764193875
0.05,314,2.480042111280406,1122.6330438016448
0.05,321,2.3451169188942007,1140.8815931439917
0.05,323,2.4876664595130067,1237.8187200323173
0.05,325,2.416111028648242,1214.39907546887
0.05,327,2.480042111280406,1122.6330438016448
0.05,329,2.4520246344562926,918.8709319995967
0.05,330,2.108781764742177,1269.282810929591
0.05,331,2.474702847175859,534.9291179285008
0.05,334,2.515865330906326,896.6300749000252
0.05,337,2.4428989751692542,961.4384312907993
0.05,355,2.470473334934123,1062.1346266217915
0.05,361,2.442151093410964,524.8396759239079
0.05,363,2.4839812052118484,1245.4420619982427
0.05,366,2.309995320089901,1502.9729574717255
0.05,368,2.4250264457927995,380.6157479543381
0.05,378,2.4898423424023832,663.1291683900997
0.05,393,2.390859347573273,1767.7857697476427
0.05,395,2.471673896438674,1007.4810591897069
0.05,404,2.391488025222654,744.0727036162065
0.05,414,2.480042111280406,1122.6330438016448
0.05,416,2.4373992156685595,1178.0770699980199
0.05,417,2.467628618142035,1025.601884491879
0.05,421,2.4638538604017617,1033.5538771614556
0.05,424,2.4411572501514365,1037.3740424340397
0.05,430,2.4170602783322708,821.8810320504651
0.05,434,2.4082195964573376,990.758384708705
0.05,436,2.4876664595130067,1237.8187200323173
0.05,441,2.503722114369305,821.3118805631184
0.05,444,2.4411572501514365,1037.3740424340397
0.05,445,2.452298911243923,1056.052267447609
0.05,457,2.4288094574809933,1061.4634789790498
0.05,478,2.4414503346555114,1170.179340892831
0.05,483,2.1199687472209394,1394.0131440074401
0.05,484,2.5448341236827834,546.5752004659203
0.05,496,2.4160039867720258,958.8712550345008
0.05,499,2.455188189520379,1081.9811080452919
0.05,502,2.4454421750780946,1162.0544362492458
0.05,504,2.467348888005209,886.356764193875
0.05,513,2.4561932906642103,1048.7710535902454
0.05,514,2.4638538604017617,1033.5538771614556
0.05,530,2.480042111280406,1122.6330438016448
0.05,537,2.4325002370541164,456.54645093312
0.05,545,2.461875702901761,1026.8536844016314
0.05,551,2.495919381034388,881.0298055066922
0.05,553,2.350160601142857,960.2603344991701
0.05,575,2.471372043875067,1017.4101240013357
0.05,576,2.3133298272538245,1167.759091487696
0.05,586,2.4248490455751845,1200.4759815721495
0.05,588,2.432991745471622,1053.6712723349815
0.05,593,2.463575931887532,894.864621463813
0.05,603,2.463575931887532,894.864621463813
0.05,607,2.4177347250044736,1116.3339898059298
0.05,609,2.421412843681328,812.8631413059404
0.05,610,2.335536766937565,1605.815355952272
0.05,611,2.525525856638969,598.258850273968
0.05,613,2.4520246344562926,918.8709319995967
0.05,614,2.540884754074256,777.023274998445
0.05,615,2.4839812052118484,1245.4420619982427
0.05,617,2.4597670840983406,903.1131936520346
0.05,620,2.370178303742991,985.2119369594
0.05,623,2.3414476922833756,1597.051002097554
0.05,630,2.429876382595732,1025.5366330683444
0.05,635,2.429102655676994,1193.2184433975424
0.05,645,2.3439665951132906,850.3820014433725
0.05,647,2.432991745471622,1053.6712723349815
0.05,649,2.471372043875067,1017.4101240013357
0.05,650,2.343334970904863,697.5437900768886
0.05,651,2.3601974828005514,667.3623539754392
0.05,655,2.4090813095930756,1732.6283996960533
0.05,662,2.411322615960013,1090.4478755318282
0.05,664,2.3477783196061384,871.5512673983327
0.05,669,2.5055852507322367,774.4868666195052
0.05,672,2.3874359845904816,989.8717047478808
0.05,679,2.4597670840983406,903.1131936520346
0.05,681,2.4371063133959696,1045.644222422066
0.05,683,2.3381061586052705,859.0958451470501
0.05,694,2.2738220864316254,1607.651433402026
0.05,695,2.4837371489906523,1114.9598432240464
0.05,696,2.467348888005209,886.356764193875
0.05,700,2.491343100476181,1229.9900725099048
0.05,705,2.4371063133959696,1045.644222422066
0.05,712,2.3596223365551965,1665.047931727011
0.05,717,2.480042111280406,1122.6330438016448
0.05,720,2.533126412160879,796.9852332139292
0.05,723,2.4321942332460456,266.12379681881373
0.05,732,2.482118686313227,515.0705412349108
0.05,734,2.243588645848557,1624.4828561787451
0.05,738,2.4688053936929517,262.48423553677264
0.05,741,2.4640394262352707,880.1392140769289
0.05,743,2.474779795315212,856.5088051477169
0.05,747,2.320343652808095,921.9740080562844
0.05,748,2.436601112631161,754.228617053068
0.05,749,2.421544746171821,1043.6489877606039
0.05,750,2.4373992156685595,1178.0770699980199
0.05,759,2.553348264159347,894.5433837218513
